Province,Type,Subregion,Name,latitude,longitude
Free State,Clinic,Senekal,Hoopstad Clinic,-27.83235,25.91473
Free State,Clinic,Witsieshoek,Makeneng Clinic,-28.614535,28.821457
Free State,Clinic,Uitsighoek,Marakong Clinic,-28.564801,28.84733
Free State,Clinic,Qwaqwa,Blue Gum Bush Clinic,-28.48243,28.848706
Free State,Clinic,Phuthaditjhaba,Phuthaditjhaba Clinic,-28.520245,28.820617
Free State,Clinic,Phuthaditjhaba,Matsieng Clinic,-28.601827,28.800597
Free State,Clinic,Phuthaditjhaba,Qholaqhwe Clinic,-28.522866,28.855073
Free State,Clinic,Uitsighoek,Malesaona Clinic,-28.559901,28.720753
Free State,Clinic,Uitsighoek,Monontsha Clinic,-28.565432,28.744397
Free State,Clinic,Uitsighoek,Thaba Bosiu Clinic,-28.598146,28.883338
Free State,Clinic,Bethlehem,Mphohadi Clinic,-28.197995,28.325645
Free State,Clinic,Phuthadijhaba,Dinkweng Clinic,-28.627989,28.896535
Free State,Clinic,Witsieshoek,Sekamotho Mota Clinic,-28.648787,28.85226
Free State,Clinic,Hammanskraal,Bloemspruit Clinic,-29.13732,26.27142
Free State,Clinic,Phuthaditjhaba,Kopanong Clinic,-28.331488,28.698387
Free State,Clinic,Allanridge,Bophelong (Allanridge) Clinic,-27.777146,26.657327
Free State,Clinic,Thabong,Kgotsong (Welkom) Clinic,-27.97002,26.8207
Free State,Clinic,Thabong,Matjhabeng Clinic,-27.96738,26.79838
Free State,Clinic,Thabong Welkom,Bophelong (Welkom) Clinic,-27.969,26.83533
Free State,Clinic,Kutlwanong,Phedisanang Clinic,-27.739655,26.0214712
Free State,Clinic,Senekal,Matwabeng Clinic,-28.344392,27.628512
Free State,Clinic,Bothaville,Bothaville Clinic,-27.39253,26.61942
Free State,Clinic,Puthadijaba,Makhalaneng Clinic,-28.550874,28.791306
Free State,Clinic,Riebeeckstad,Riebeeckstad Clinic,-27.93358,26.81187
Free State,Clinic,Theunissen,Lusaka Clinic,-28.4166777,26.697845
Free State,Clinic,Vrede,Vrede Clinic,-27.434361,29.155285
Free State,Clinic,Wepener,Lebohang Clinic,-29.72055,27.02715
Free State,Clinic,Clocolan,John Daniel Newberry Hospital,-28.910094,27.573522
Free State,Clinic,Odendaalsrus,Thusanong Hospital,-27.87735,26.65922
Free State,Clinic,Welkom,Tshepong (Welkom) Clinic,-27.95773,26.83607
Free State,Clinic,Cryton,Universitas (C) Hospital,-29.116587,26.183746
Free State,Clinic,Tiger River,Tiger River Clinic,-29.12047,26.78943
Free State,Clinic,Witsiehoek,Elizabeth Ross Hospital,-28.588888,28.817369
Free State,Clinic,Witishoek,Nthabiseng Clinic,-28.5908,28.78217
Free State,Clinic,Dewetsdorp,Dewetsdorp One Stop Clinic,-29.58527,26.66885
Free State,Clinic,Loeriesfontein,Katleho Hospital,-28.11057,26.85798
Free State,Clinic,Reitz,Petsana Clinic,-27.804,28.44652
Free State,Clinic,Ladybrand,Mantsopa Hospital,-29.202793,27.44822
Free State,Clinic,Ladybrand,Manyatseng Clinic,-29.1724,27.4656
Free State,Clinic,Hoopstard,Mohau Hospital,-27.83235,25.91538
Free State,Clinic,Kroonstad,Hill Street Clinic,-27.662993,27.239978
Free State,Clinic,Kroonstad,Seeisoville Clinic,-27.653929,27.210549
Free State,Clinic,Welkom,Khotalong Clinic,-28.13183,26.90292
Free State,Clinic,Odendaalsrus,AM Kruger Clinic,-27.87308,26.68533
Free State,Clinic,Winburg,Winburg Hospital,-28.5098,27.00802
Free State,Clinic,Sasolburg,Metsimaholo Hospital,-26.803029,27.82768
Free State,Clinic,Bloemfointain,Pelonomi Hospital,-29.14269,26.2442
Free State,Clinic,Welkom Thabong,Bongani Hospital,-27.95315,26.7862
Free State,Clinic,Butterworth,Embekweni Hospital,-30.29215,27.07542
Free State,Clinic,Kroonstad,Boitumelo Hospital,-27.644355,27.213199
Free State,Clinic,Francefort,Mafube Hospital,-27.278414,28.50022
Free State,Clinic,Parys,Parys Hospital,-26.895794,27.471882
Free State,Clinic,Reitz,Nketoana Hospital,-27.802701,28.419555
Free State,Clinic,Botshabelo,Dr Pedro Memorial Clinic,-29.20793,26.68177
Free State,Clinic,Botshabelo,Bophelong (Botshabelo) Clinic,-29.2778,26.73307
Free State,Clinic,Botshabelo,Maletsatsi Mabaso Clinic,-29.25477,26.73198
Free State,Clinic,Botshabelo,Botshabelo Hospital,-29.23222,26.7159
Free State,Clinic,Botshabelo,Harry Gwala (Botshabelo) Clinic,-29.287732,26.711908
Free State,Clinic,Botshabelo,Winnie Mandela (Botshabelo) Clinic,-29.21828,26.70333
Free State,Clinic,Botshabelo,Botshabelo Industrial Clinic,-29.20417,26.70412
Free State,Clinic,Botha Ville,Nala Hospital,-27.39465,26.61783
Free State,Clinic,Thaba Nchu,Dinaane Clinic,-29.22735,26.831035
Free State,Clinic,Selosesha,Dr JS Moroka Hospital,-29.20457,26.83458
Free State,Clinic,Thaba Nchu,Kgalala Clinic,-28.98888,26.80427
Free State,Clinic,Moroto,Seadimo Clinic,-29.10045,26.9845
Free State,Clinic,Selosesha,Mafane Clinic,-29.19897,26.81338
Free State,Clinic,Thaba Nchu,Sediba Clinic,-29.02893,26.94302
Free State,Clinic,Selosesha,Tweefontein Clinic,-29.37017,26.92562
Free State,Clinic,Selosesha,Phetogo Clinic,-29.36777,26.8368
Free State,Clinic,Selosesha,Thaba Nchu Clinic,-29.21871,26.848073
Free State,Clinic,Madibogo,Paballong Clinic,-28.555154,28.776782
Free State,Clinic,Phuthaditjhaba,Namahali Clinic,-28.583799,28.829549
Free State,Clinic,Witsieshoek,Tseki Clinic,-28.585681,28.772019
Free State,Clinic,Ladybrand,Mauersnek Clinic,-29.19032,27.43953
Free State,Clinic,Bohlokeng,Phekolong Hospital,-28.217734,28.327426
Free State,Clinic,Krugersdorp,National Hospital,-29.12721,26.20619
Free State,Clinic,Bloemfointain,Hospital,-29.133855,26.209265
Free State,Clinic,Plessislear,Mokwena Clinic,-29.19323,26.840959
Free State,Clinic,Phuthaditjaba,Hospital,-28.535926,28.805358
Free State,Clinic,L Section,Potlako Motlohi Clinic,-29.27168,26.72317
Free State,Clinic,Welkom,Bronville Clinic,-27.996618,26.812938
Free State,Clinic,Nyaleallong,Leratong Clinic,-27.780743,26.657483
Free State,Clinic,Welkom,Bophelong (Odendaalsrus) Clinic,-27.85918,26.77652
Free State,Clinic,Uitsighoek,Makoane Clinic,-28.534665,28.88815
Free State,Clinic,Uitsighoek,Eva Mota Clinic,-28.633441,28.86853
Free State,Clinic,Heibron,Tokollo Hospital,-27.289189,27.961691
Free State,Clinic,Heilbron,Heilbron Clinic,-27.292016,27.967882
Free State,Clinic,Rheederspark,Rheederspark Clinic,-27.95453,26.72002
Free State,Clinic,Mashareg,Reitumetse Clinic,-28.620655,28.195531
Free State,Clinic,Fauna,Fauna Clinic,-29.16553,26.18987
Free State,Clinic,Jaggersfontein,Itumeleng (Jagersfontein) Clinic,-29.767032,25.434632
Free State,Clinic,Sandersville,Sandersville Clinic,-27.274955,27.96499
Free State,Clinic,Ventersburg,Hope CHC,-28.0817,27.14397
Free State,Clinic,Bloemfontein,Mmabana Clinic,-29.15072,26.24172
Free State,Clinic,Villiers,Phedisong Clinic,-27.02127,28.627973
Free State,Clinic,Highway Junction,Highway Junction Clinic,-28.28852,29.13155
Free State,Clinic,Klipfontein,Klipfontein Clinic,-29.22954,26.983125
Free State,Clinic,Voortrekker Street,Paul Roux Clinic,-28.296049,27.955559
Free State,Clinic,Bloemfontein,Free State Psychiatric Complex,-29.126948,26.216183
Free State,Clinic,Phuthaditjhaba,Mofumahadi Manapo Mopeli,-28.536705,28.804824
Gauteng,Clinic,Rensburg,Rensburg Clinic,-26.52404,28.37193
Gauteng,Clinic,Pretoria North,Jack Hindon Clinic,-25.66656,28.16902
Gauteng,Clinic,Bassonia,Bezvalley Clinic,-26.186704,28.088153
Gauteng,Clinic,Heidelberg,Ratanda Ext 23 Clinic,-26.57477,28.32026
Gauteng,Clinic,Daspoort,Doornpoort Satellite Clinic,-25.6559,28.25141
Gauteng,Clinic,Rosettenville,South Rand Hospital,-26.252571,28.0628
Gauteng,Clinic,Carltonville,Carletonville Central Clinic,-26.35791,27.39726
Gauteng,Clinic,Noordgesig,Noordgesig Prov Clinic,-26.22547,27.936081
Gauteng,Clinic,Rosettenville,Rosettenville Clinic,-26.244888,28.053884
Gauteng,Clinic,Nellmapius,Nellmapius Clinic,-25.73672,28.35031
Gauteng,Clinic,Ekurhuleni,Olifantsfontein Clinic,-25.956484,28.22838
Gauteng,Clinic,Danville,Danville Clinic,-25.74772,28.13359
Gauteng,Clinic,Randgate,Randgate Clinic,-26.16919,27.68361
Gauteng,Clinic,Orlando West,Shanty Clinic,-26.229067,27.917413
Gauteng,Clinic,Thokoza,Phola Park CHC,-26.371772,28.132076
Gauteng,Clinic,Benoni,Lethabong Clinic,-26.222561,28.296589
Gauteng,Clinic,Sebokeng,Johan Deo Clinic,-26.60141,27.80894
Gauteng,Clinic,Ekangala,Dark City CHC,-25.674777,28.726485
Gauteng,Clinic,Kina-Thema,Thembelisha Clinic,-26.308314,28.406892
Gauteng,Clinic,Katlehong,Magagula Clinic,-26.427584,28.191513
Gauteng,Clinic,Venterspost,Venterspos Clinic,-26.27367,27.62203
Gauteng,Clinic,Endicott,Vischuil Clinic,-26.2993,28.58501
Gauteng,Clinic,Hammanskraal,Kekana Gardens Clinic,-25.378319,28.308393
Gauteng,Clinic,Cullinan,Refilwe Clinic,-25.6378,28.530663
Gauteng,Clinic,Germiston,Dukathole Clinic,-26.22604,28.190854
Gauteng,Clinic,Boksburg,Van Dyk Park Clinic,-26.257122,28.292799
Gauteng,Clinic,Ekangala,Ekangala Clinic,-25.697721,28.752589
Gauteng,Clinic,Orange Farm,Orange Farm Ext 7 Clinic,-26.481881,27.848239
Gauteng,Clinic,Orange Farm,Boikhutsong Clinic,-25.44835,28.1125
Gauteng,Clinic,Jabulani,Zola Gateway Clinic,-26.239482,27.854006
Gauteng,Clinic,Bekkersdal,Bekkersdal East Clinic,-26.28345,27.70399
Gauteng,Clinic,Riverlia,Riverlea Major Clinic,-26.212495,27.976416
Gauteng,Clinic,Orlando,Elias Motsoaledi Clinic,-26.21833,27.915648
Gauteng,Clinic,Lenasia,Thembelihle Clinic,-26.34063,27.86636
Gauteng,Clinic,Roodepoort,Sol Plaatjies Clinic,-26.162742,27.86061
Gauteng,Clinic,Soweto,Mofolo CHC,-26.248316,27.884022
Gauteng,Clinic,Kwa-Xuma,Tladi LA Clinic,-26.25036,27.84012
Gauteng,Clinic,Vosloorus,Vosloorus Ext 9 Clinic,-26.348032,28.218515
Gauteng,Clinic,Vanderbijlpark,Albertina Sisulu Clinic,-26.57697,27.84864
Gauteng,Clinic,Roodepoort,Rex Street Clinic,-26.158861,27.865276
Gauteng,Clinic,Carltonville,Blyvooruitsig Clinic,-26.39638,27.37695
Gauteng,Clinic,Lawley 1,Lawley Clinic,-26.391423,27.81197
Gauteng,Clinic,Noordheuwel,Noordheuwel Satellite Clinic,-26.0896,27.80777
Gauteng,Clinic,Marshaltown,Jeppe Street Clinic,-26.20617,28.06758
Gauteng,Clinic,Soweto,Tladi Prov Clinic,-26.254048,27.841512
Gauteng,Clinic,Zonkizizwe Katlehong,Zonkizizwe 1 Clinic,-26.406878,28.187144
Gauteng,Clinic,Kagiso,Maki Legwete Clinic,-26.17901,27.78618
Gauteng,Clinic,Hillbrow,17 Esselen Street Clinic,-26.190896,28.044939
Gauteng,Clinic,Langaville,Andries Raditsela Clinic,-26.33434,28.38866
Gauteng,Clinic,Pretoria West,Folang Clinic,-25.74971,28.174
Gauteng,Clinic,Chiawelo,Chiawelo CHC,-26.279299,27.865437
Gauteng,Clinic,Chiawelo,Khumalo Clinic,-26.383657,28.161972
Gauteng,Clinic,Fochville,Kokosi Clinic,-26.49437,27.46834
Gauteng,Clinic,Soshanguve,Soshanguve CHC,-25.49123,28.09431
Gauteng,Clinic,Evaton North,Mpumelelo (Evaton North) Clinic,-26.51176,27.85491
Gauteng,Clinic,Soshanguve,Soshanguve 2 Clinic,-25.51308,28.1142
Gauteng,Clinic,Laudium,Laudium Clinic,-25.78768,28.10701
Gauteng,Clinic,Payneville,Payneville Clinic,-26.23282,28.45711
Gauteng,Clinic,Germiston,Leondale Clinic,-26.30198,28.18256
Gauteng,Clinic,Mogale City,Dr Ramirez Martinez Clinic,-26.07464,27.75266
Gauteng,Clinic,Soweto,Senaoane Clinic,-26.273834,27.864938
Gauteng,Clinic,Mamelodi East,Holani Clinic,-25.70436,28.37559
Gauteng,Clinic,Pretoria,Phahameng Clinic,-25.7221,28.3926
Gauteng,Clinic,Evaton,Beverly Hills Clinic,-26.54248,27.82381
Gauteng,Clinic,Vanderbijlpark,Tshepiso Clinic,-26.6741,27.86821
Gauteng,Clinic,Boipatong,Boipatong CHC,-26.67216,27.84787
Gauteng,Clinic,Springs,First Avenue Clinic,-26.25051,28.444317
Gauteng,Clinic,Boitumelo,Boitumelo Clinic,-26.56237,27.82432
Gauteng,Clinic,Palmsprings,Dr Helga Kuhn Clinic,-26.49727,27.83708
Gauteng,Clinic,Vosloorus,Vosloorus Ext 28 Clinic,-26.377715,28.203143
Gauteng,Clinic,Soshanguve,KT Motubatse Clinic,-25.58392,28.08917
Gauteng,Clinic,Germiston,Katlehong North Clinic,-26.312632,28.155022
Gauteng,Clinic,Vosloorus,Tswelopele Clinic,-26.32825,28.19216
Gauteng,Clinic,Vereeniging,Market Avenue Clinic,-26.6737,27.92679
Gauteng,Clinic,Vereeniging,Chief Albert Luthuli Clinic,-26.158635,28.387513
Gauteng,Clinic,Germiston,Rondebult Clinic,-26.311935,28.210595
Gauteng,Clinic,Mountain View,Mountain View Clinic,-26.431908,27.861698
Gauteng,Clinic,Vlakfontein Settlement,Vlakfontein Clinic,-26.371493,27.876804
Gauteng,Clinic,Vosloorus,Jabulane Dumane CHC,-26.367295,28.218952
Gauteng,Clinic,Mamelodi East,Stanza Bopape II Clinic,-25.7144,28.4155
Gauteng,Clinic,Finetown,Finetown Clinic,-26.414188,27.858217
Gauteng,Clinic,Motsamai Section Katlehong,Motsamai Clinic,-26.325499,28.162993
Gauteng,Clinic,Dobsonville,Green Village Porta Cabin Clinic,-26.236903,27.804849
Gauteng,Clinic,Mabopane,Tlamelong Clinic,-25.51416,28.07147
Gauteng,Clinic,Saulsville,Phomolong Clinic,-25.7804,28.0427
Gauteng,Clinic,Phenduka Thokoza,Phenduka Clinic,-26.339783,28.141876
Gauteng,Clinic,Khutsong,Khutsong East Clinic,-26.31549,27.32437
Gauteng,Clinic,Soweto,Meadowlands Zone 2 Prov Clinic,-26.219355,27.899035
Gauteng,Clinic,Bronkhorspruit,Rethabiseng Clinic,-25.723197,28.716972
Gauteng,Clinic,Bronkhorspruit,Dr George Mukhari Hospital,-25.61904,28.01216
Gauteng,Clinic,Ennerdale,Protea South Clinic,-26.285585,27.840407
Gauteng,Clinic,Jabavu,Jabavu/Vusabantu Clinic,-26.253394,27.871703
Gauteng,Clinic,Soshanguve,Maria Rantho Clinic,-25.53899,28.10365
Gauteng,Clinic,Rockville,Moroka Clinic,-26.261762,27.865939
Gauteng,Clinic,Hammanskraal,Refentse Clinic (Odi),-25.39589,28.15562
Gauteng,Clinic,Saulsville,Saulsville Clinic,-25.77869,28.06719
Gauteng,Clinic,Evaton,Osizweni Clinic,-26.5225,27.83468
Gauteng,Clinic,Dobsonville,Siphumlile Clinic,-26.222248,27.83265
Gauteng,Clinic,Roodepoort,Tshepisong Clinic,-26.19072,27.81243
Gauteng,Clinic,Eersterus,New Eersterus Clinic,-25.40667,28.14467
Gauteng,Clinic,Jeppestown,Jeppe Clinic,-26.20617,28.06758
Gauteng,Clinic,Doornkop,Bophelong (Region 6) Clinic,-26.24417,27.80778
Gauteng,Clinic,Bekkersdal,Bekkersdal West CHC,-26.28619,27.6974
Gauteng,Clinic,Klopper Park,Klopper Park Clinic,-26.146835,28.197473
Gauteng,Clinic,Vosloorus,Vosloorus Poly Clinic,-26.349342,28.197825
Gauteng,Clinic,Soweto,Diepkloof LA Clinic,-26.237208,27.946145
Gauteng,Clinic,Rietvallei,Rietvallei 2 and 3 Clinic,-26.185649,27.754244
Gauteng,Clinic,Blybank,Blybank Satellite Clinic,-26.342542,27.472684
Gauteng,Clinic,Welverdien,Welverdiendt Clinic,-26.38687,27.27646
Gauteng,Clinic,Nigel,Lucky Mkhwanazi Clinic,-26.385464,28.415054
Gauteng,Clinic,Fochville,Fochville Clinic,-26.48662,27.48767
Gauteng,Clinic,Mojaneng,Kekanastad Clinic,-25.35872,28.245643
Gauteng,Clinic,Mookgophong,Thlokomelong Clinic,-26.5479,27.84962
Gauteng,Clinic,Alexandra,4th Avenue Clinic,-26.1051,28.09007
Gauteng,Clinic,Rooderoort,Itireleng CHC,-26.217873,27.871354
Gauteng,Clinic,Heidelberg,Heidelberg Clinic,-26.503774,28.351947
Gauteng,Clinic,Wedela,Wedela Clinic,-26.46024,27.38799
Gauteng,Clinic,Zenzele,Zenzele Clinic,-26.26115,27.69512
Gauteng,Clinic,Windsor,Windsor Clinic,-26.122411,27.975698
Gauteng,Clinic,Orchards,Orchards Clinic,-26.154668,28.085518
Gauteng,Clinic,Sebokeng,Zone 3 Clinic,-26.52878,27.87136
Gauteng,Clinic,Garankua,Phedisong 4 CHC,-25.59972,27.98139
Gauteng,Clinic,Eldorado,Eldorado Park Ext 9 Clinic,-26.299956,27.889738
Gauteng,Clinic,Khutsong,Khutsong CHC,-26.34856,27.32663
Gauteng,Clinic,Bosmont,Bosmont Clinic,-26.189144,27.957303
Gauteng,Clinic,Khutsong,Khutsong Ext 3 Clinic,-26.3417,27.30307
Gauteng,Clinic,Sebokeng,Zone 17 Clinic,-26.59576,27.83207
Gauteng,Clinic,Soshanguve,Soshanguve Block TT Clinic,-25.55992,28.06515
Gauteng,Clinic,Winterveldt,Winterveldt Clinic,-25.40371,28.02454
Gauteng,Clinic,Orlando East,Orlando Prov Clinic,-26.237367,27.919191
Gauteng,Clinic,Saulsville,Bophelong (Region C) Clinic,-25.77192,28.0534
Gauteng,Clinic,Mohlakeng,Ya Rona Clinic,-26.2351,27.6985
Gauteng,Clinic,Zondi 2,Zondi Clinic,-26.232717,27.865939
Gauteng,Clinic,Tembisa,Erin Clinic,-25.994213,28.223432
Gauteng,Clinic,Wielers Farm,Weilers Farm Clinic,-26.404822,27.901848
Gauteng,Clinic,Mamelodi Wast,Mamelodi West Clinic,-25.7142,28.3488
Gauteng,Clinic,Westonaria,Simunye Clinic (Westonaria),-26.32197,27.68225
Gauteng,Clinic,Kwa-Thema,Kwa-Thema CHC,-26.293768,28.39129
Gauteng,Clinic,Kingsway,Dan Kubheka Clinic,-26.187793,28.394479
Gauteng,Clinic,Geluksdal,Geluksdal Clinic,-26.34236,28.361042
Gauteng,Clinic,Benoni,Mary Moodley Memorial Clinic,-26.213975,28.300647
Gauteng,Clinic,Brackenhurst,Brackenhurst Clinic,-26.31419,28.097271
Gauteng,Clinic,Honeydew,Zandspruit Clinic,-26.061486,27.901588
Gauteng,Clinic,Sebokeng,Sebei Motsoeneng Clinic,-26.56419,27.84229
Gauteng,Clinic,Soweto,Michael Maponya Prov Clinic,-26.263189,27.908911
Gauteng,Clinic,Kananelo Street Sebokeng,Zone 13 Clinic,-26.57785,27.83586
Gauteng,Clinic,Diepkloof,Diepkloof Prov Clinic,-26.240192,27.94776
Gauteng,Clinic,Crosby,Crosby Clinic,-26.1926,27.989892
Gauteng,Clinic,Kwa -Xuma,Zola CHC,-26.239482,27.854006
Gauteng,Clinic,Kokotsi,Thusanang Clinic,-26.49964,27.46562
Gauteng,Clinic,Princess,Princess Clinic,-26.137235,27.843593
Gauteng,Clinic,Rosebank,Rosebank Clinic,-26.14702,28.03733
Gauteng,Clinic,Roodepoort,Florida Clinic,-26.171173,27.9128
Gauteng,Clinic,Evaton,Levai Mbatha CHC,-26.53031,27.8441
Gauteng,Clinic,Garankuwa,Garankuwa View Clinic,-25.54823,27.98322
Gauteng,Clinic,Katlehong,Ramokonopi CHC,-26.360614,28.161819
Gauteng,Clinic,Soweto,Mandela Sisulu Clinic,-26.235067,27.906046
Gauteng,Clinic,Dobsonville,Nokuphila Clinic,-26.230513,27.851058
Gauteng,Clinic,Onverwacht,Onverwacht Clinic,-25.3611,28.3556
Gauteng,Clinic,Sharpville,Retswelapele Clinic,-26.67318,27.88029
Gauteng,Clinic,Mabopane,Sedilega Clinic,-25.49973,28.0355
Gauteng,Clinic,Rietvallei Ext 1 Swaneville,Eric Ndeleni Clinic,-26.19463,27.76829
Gauteng,Clinic,Ga-Rankuwa,Phedisong 1 Clinic,-25.59972,27.98139
Gauteng,Clinic,Mohlakeng,Mohlakeng CHC,-26.2213,27.69409
Gauteng,Clinic,Tembisa,Winnie Mandela Clinic,-25.981753,28.223209
Gauteng,Clinic,Meqheleng,Sharpeville CHC,-26.68694,27.87063
Gauteng,Clinic,Soshanguve,Soshanguve Block X Clinic,-25.4692,28.1317
Gauteng,Clinic,Glenhavie,Glenhavie Satellite Clinic,-26.38992,27.61567
Gauteng,Clinic,Westbury,Westbury Clinic,-26.183266,27.97312
Gauteng,Clinic,Soshanguve,Soshanguve Block JJ Clinic,-25.45762,28.08334
Gauteng,Clinic,Benoni,Kemston Clinic,-26.187678,28.313519
Gauteng,Clinic,Bluegum View,Sonto Thobela Clinic,-26.383828,28.395179
Gauteng,Clinic,Kwa-Thema,White City Clinic,-26.304789,28.385756
Gauteng,Clinic,Marshalltown,80 Albert Street Clinic,-26.208026,28.049984
Gauteng,Clinic,Daveyton,Joy Clinic,-26.127526,28.463208
Gauteng,Clinic,Germiston,Tamaho Clinic,-26.310812,28.143252
Gauteng,Clinic,Ennerdale,Ennerdale Ext 9 Clinic,-26.402729,27.831411
Gauteng,Clinic,Orange Farm,Bristlecone Clinic,-26.450595,27.856613
Gauteng,Clinic,Katlehong,Goba Clinic,-26.34235,28.15183
Gauteng,Clinic,Thokoza,Greenfields Clinic,-26.39655,28.125408
Gauteng,Clinic,Thokoza,Dresser Clinic,-26.355038,28.135943
Gauteng,Clinic,Bedfordview,Bedfordview Clinic,-26.178856,28.134833
Gauteng,Clinic,Benoni,Northmead Clinic,-26.159321,28.312602
Gauteng,Clinic,Kempton Park,Spartan Clinic,-26.108655,28.226012
Gauteng,Clinic,Parkhurst,Parkhurst Clinic,-26.13776,28.01578
Gauteng,Clinic,Eldoraigne,Eldoraigne Satellite Clinic,-25.83591,28.14881
Gauteng,Clinic,Laudium,Laudium CHC,-25.78401,28.08798
Gauteng,Clinic,Randburg,Randburg Clinic,-26.095585,28.005052
Gauteng,Clinic,Eldoradopark,Klipspruit West Clinic,-26.289288,27.881327
Gauteng,Clinic,Sophiatown,Sophiatown Clinic,-26.173339,27.979238
Gauteng,Clinic,Krugersdorp West,Jan Maree Clinic,-26.09488,27.74743
Gauteng,Clinic,Krugersdorp,Krugersdorp Central Clinic,-26.09939,27.76868
Gauteng,Clinic,Eersterust,Eersterust CHC,-25.71645,28.30801
Gauteng,Clinic,Fochville,Greenspark Clinic,-26.49359,27.51478
Gauteng,Clinic,Olivenhoutbosch,Olievenhoutbosch Ext 13 Clinic,-25.91141,28.09309
Gauteng,Clinic,Karenpark,Karenpark Clinic,-25.67252,28.108
Gauteng,Clinic,Berario,Berario Clinic,-26.136176,27.953049
Gauteng,Clinic,Randfontein,Kocksoord Clinic,-26.2219,27.64601
Gauteng,Clinic,Weltevredenpark,Weltevreden Park Clinic,-26.11981,27.933093
Gauteng,Clinic,Roodepoort,Davidsonville Clinic,-26.154778,27.848818
Gauteng,Clinic,Rayton,Rayton Clinic,-25.739137,28.532041
Gauteng,Clinic,Ennerdale,Mid Ennerdale Clinic,-26.413982,27.846871
Gauteng,Clinic,Claremont,Claremont Clinic,-26.178211,27.955838
Gauteng,Clinic,Glenanda,Glenanda Clinic,-26.271203,28.038483
Gauteng,Clinic,Boksburg,Boksburg North Clinic,-26.208984,28.252593
Gauteng,Clinic,Toekomsrus,PJ Maree Clinic,-26.20471,27.70621
Gauteng,Clinic,Some As Above,Alberton North Clinic,-26.259778,28.128664
Gauteng,Clinic,Ennerdale,Ennerdale Ext 8 Clinic,-26.41318,27.81714
Gauteng,Clinic,Malvern,Malvern Clinic,-26.20163,28.11171
Gauteng,Clinic,Tsakane,Tsakane Ext 10 Clinic,-26.38442,28.37905
Gauteng,Clinic,Azaadville,Azaadville Clinic,-26.17092,27.75829
Gauteng,Clinic,Pretoria,FF Ribeiro Clinic,-25.74501,28.19489
Gauteng,Clinic,Pretoria,South Hills Clinic,-26.251474,28.087921
Gauteng,Clinic,Primrose,Wannenburg Clinic,-26.189315,28.168334
Gauteng,Clinic,Same As Above,Joubert Park Clinic,-26.195339,28.047911
Gauteng,Clinic,Midrand,Mayibuye Clinic,-26.033668,28.171429
Gauteng,Clinic,Devon,Usizolwethu Clinic,-26.35174,28.77772
Gauteng,Clinic,Heidelberg,Ratanda Ext 7 Clinic,-26.57399,28.32431
Gauteng,Clinic,Lotus Gardens,Lotus Gardens Clinic,-25.74521,28.0825
Gauteng,Clinic,Saulsville,Gazankulu Clinic,-25.7808,28.05619
Gauteng,Clinic,Atteridgeville,Atteridgeville Clinic,-25.76861,28.07841
Gauteng,Clinic,Edenvale,Edenvale Clinic,-26.134842,28.148708
Gauteng,Clinic,Boksburg,Boksburg Civic Centre Clinic,-26.222354,28.251016
Gauteng,Clinic,Elsburg,Elsburg Clinic,-26.245744,28.200595
Gauteng,Clinic,Alexandra,Alexandra 8th Avenue Clinic,-26.109772,28.096131
Gauteng,Clinic,Dawn Park,Dawn Park Clinic,-26.306469,28.257654
Gauteng,Clinic,Crown Gardens,Crown Gardens Clinic,-26.24917,28.00458
Gauteng,Clinic,Rosslyn,Rosslyn Clinic,-25.62641,28.09489
Gauteng,Clinic,Gezina,Skinner Street Clinic,-25.73271,28.1998
Gauteng,Clinic,Pierre Van Ryneveld,Pierre Van Ryneveld Satellite Clinic,-25.84302,28.24329
Gauteng,Clinic,Boekenhout,Boekenhout CHC,-25.541304,28.301457
Gauteng,Clinic,Kibler Park,Kibler Park Clinic,-26.319342,28.008914
Gauteng,Clinic,Magaliesberg,Mogale Clinic,-25.99729,27.5358
Gauteng,Clinic,Ennerdale,Lawley 2 Clinic,-26.38272,27.80625
Gauteng,Clinic,Lenasia,Lenasia Ext 2 Clinic,-26.32109,27.825311
Gauteng,Clinic,Kwa-Thema,Selope Thema Clinic,-26.307133,28.419107
Gauteng,Clinic,Cathcart,Zone 14 Clinic,-26.58755,27.8367
Gauteng,Clinic,Mabopane,Suurman Clinic,-25.377977,28.210284
Gauteng,Clinic,Rosslyn,Mercy Winterveldt NGO Clinic,-25.452144,28.059747
Gauteng,Clinic,Hercules,Hercules Clinic,-25.712,28.1477
Gauteng,Clinic,Kwa Yuma,Naledi Porta Cabin,-26.25998,27.82008
Gauteng,Clinic,Centurion,Lyttelton Clinic,-25.83524,28.19466
Gauteng,Clinic,Westonaria,Westonaria Clinic,-26.3302,27.65245
Gauteng,Clinic,Randfontein,ML Pessen Clinic,-26.18229,27.70204
Gauteng,Clinic,Randfontein,Elandsfontein Clinic,-26.26104,27.50366
Gauteng,Clinic,Fourways,Witkoppen Clinic,-26.011153,28.011036
Gauteng,Clinic,Umzimkulu,Sinqobile Clinic,-26.219591,27.885253
Gauteng,Clinic,Florida,Discoverers CHC,-26.166661,27.894437
Gauteng,Clinic,Bronkhorspruit,Zithobeni Clinic,-25.784259,28.71934
Gauteng,Clinic,Bronkhorspruit,Bronkhorstspruit Clinic,-25.809217,28.743217
