name,telephone,adress,gps,lattitude,longitude
 Kheth'Impilo - Nelson Mandela Bay Metro,+27 41 922 5093,"1 Church Lane, Uitenhage, Eastern Cape, 6299","-33.76537, 25.39994",-33.76537,25.39994
 King William's Town Youth Care Centre,+27 43 642 1932,"1 Syringa Street, King William's Town, Eastern Cape, 5601","-32.87885, 27.39154",-32.87885,27.39154
 Komga Hospital,+27 43 831 1013,"10 Victoria Road, Komga, Eastern Cape, 4950","-31.91794, 26.87203",-31.91794,26.87203
 Korsten Clinic,+27 41 405 2683,"Livingston Hospital, 8 Stanford Road, Korsten, Port Elizabeth, Eastern Cape, 6020","-33.92348, 25.56439",-33.92348,25.56439
 Kruisfontein Clinic,+27 42 295 2820,"713 Jacob Street, Humansdorp, Eastern Cape, 6300","-34.02150, 24.74388",-34.02150,24.74388
 Kwadwesi Clinic,+27 41 506 3171,"Asrayi Street, Kwadwesi, Zwide, Eastern Cape, 6201","-33.84842, 25.51892",-33.84842,25.51892
 Kwamagxaki Clinic,+27 41 463 2632,"Mdoda Street, Kwamagxaki, New Brighton, Eastern Cape, 6201","-33.83998, 25.53379",-33.83998,25.53379
 Kwazakhele Clinic,+27 41 506 1063,"Besile Street, Kwazakhele, Port Elizabeth, Eastern Cape, 6205","-33.96167, 25.60571",-33.96167,25.60571
 Kwazakhele Community Health Centre,+27 41 466 2671,"Mavuso Road, Kwazakhele, Port Elizabeth, Eastern Cape, 6205","-33.89310, 25.57723",-33.89310,25.57723
 Kwelera Clinic,+27 43 737 5001,"Jongilanga Location, Beacon Bay, East London, Eastern Cape, 5241","-33.01500, 27.89829",-33.01500,27.89829
 Laetitia Bam Community Health Centre,+27 41 978 0711,"Matanzima Road, Kwanobuhle, Uitenhage, Eastern Cape, 6242","-33.80519, 25.39493",-33.80519,25.39493
 Langa KwaNobuhle Self-Help and Resource Exchange - Share Complex,+27 41 977 3087,"Share Community Development Complex, Jabavu Street, Uitenhage, Eastern Cape, 6242","-33.80645, 25.39306",-33.80645,25.39306
 Langeni Clinic,+27 87 310 8351,"Near to Langeni Primary School, Qumbu, Mthatha, Eastern Cape, 5180","-31.59942, 28.80349",-31.59942,28.80349
 Life Mercantile Hospital,+27 41 401 2700,"Corner of Kempston and Durban Roads, Korsten, Port Elizabeth, Eastern Cape, 6020","-33.94114, 25.50224",-33.94114,25.50224
 Lifeline Centre - East London,+27 43 722 2000,"3 Craigellen Mansions, 3 Saint James Road, Southernwood, Mthatha, Eastern Cape, 5201","-33.00257, 27.89616",-33.00257,27.89616
 Light of Hope and Angels of Faith,+27 43 722 2840,"235 - 237 Oxford Street, Southernwood, East London, Eastern Cape, 5201","-33.00276, 27.89951",-33.00276,27.89951
 Linton Grange Clinic,+27 41 360 2741,"1018 Falvia Crescent, Port Elizabeth, Eastern Cape, 6001","-33.96529, 25.61937",-33.96529,25.61937
 llitha Clinic,+27 40 647 0085,"Near to Mdevale Police Station, llitha, Bisho, Eastern Cape, 5606","-32.84887, 27.44118",-32.84887,27.44118
 Loaves and Fishes Network,+27 43 722 0010,"9A Dyer Street, Arcadia, East London, Eastern Cape, 5201","-33.00808, 27.90996",-33.00808,27.90996
 Lower Seplan Clinic,+27 82 925 7719,"Next to Lower Seplan Junior Primary School, Cofimvaba, Eastern Cape, 5380","-31.99952, 27.58018",-31.99952,27.58018
 Lukhanyo Clinic,+27 41 933 1032,"Next to Nobuntu Creche, Khaya Mnandi Location, Despatch, Eastern Cape, 6220","-33.79984, 25.46652",-33.79984,25.46652
 Lunga Kobese Clinic,+27 41 506 3091,"Situated within the Single Men's Quarters, Kwazakhele, Port Elizabeth, Eastern Cape, 6205","-33.88577, 25.58083",-33.88577,25.58083
 Mabandla Clinic,+27 41 506 1950,"Batom Street, Kwanobuhle, Uitenhage, Eastern Cape, 6242","-26.50309, 27.87011",-26.50309,27.87011
 Mabubuye Ubuntu Community Care Project,+27 43 722 5437,"227 Mathazima Street, The Duncan Village, East London, Eastern Cape, 5209","-33.01366, 27.86324",-33.01366,27.86324
 Madiba Sunrise Cerebral Palsy Disabled Home,+27 43 733 2765,"16 Duke Crescent, Buffalo Flats, East London, Eastern Cape, 5209","-33.02368, 27.86823",-33.02368,27.86823
 Manyano LGBTI,+27 78 201 0525,"3372 Adonisi Street, KwaZakhele, Port Elizabeth, 6205","-33.87284, 25.57694",-33.87284,25.57694
 Marie Stopes Clinic South Africa - East London,+27 80 011 7785,"14 St Matthews Road, South Wood, East London, Eastern Cape, 5201","-33.00312, 27.89799",-33.00312,27.89799
 Masakhane Clinic - Port Elizabeth,+27 41 506 3100,"Nkanjani Street, Greenbushes, Port Elizabeth, Eastern Cape, 6390","-33.92751, 25.42186",-33.92751,25.42186
 Masakhane Clinic - Zwelitsha,+27 40 655 7001,"Zone 9, 3769, Zwelitsha, Eastern Cape, 5608","-32.92566, 27.43245",-32.92566,27.43245
 Masibambisane Home-Based Care,+27 43 763 8020,"Stand 146, Mdantsane NU17, Mdantsane, East London, Eastern Cape, 5219","-32.96969, 27.81075",-32.96969,27.81075
 Masikhawulelane Home-Based Care,+27 40 842 7073,"Near to Shiloh Clinic, Shiloh Village, Whittlesea, Eastern Cape, 5360","-32.17654, 26.82339",-32.17654,26.82339
 Masimanyane Development Trust,+27 83 249 4300,"31 Drake Road, East London, Eastern Cape, 5201","-32.98793, 27.92718",-32.98793,27.92718
 Masimanyane Women's Support Centre - Head Office,+27 43 743 9169,"35 St Marks Road, Southernwood, East London, Eastern Cape, 5201","-32.99841, 27.90267",-32.99841,27.90267
 Masiphathisane Home Care,+27 82 485 3461,"Next to Mapu Police Station, Ramaphosa Village, Motherwell, Port Elizabeth, Eastern Cape, 6211","-33.96167, 25.60571",-33.96167,25.60571
 Masiphile Clinic,+27 43 739 1068,"Mpundu Village, Newlands, East London, Eastern Cape, 5219","-32.85438, 27.78912",-32.85438,27.78912
 Masiphuthane Single Parent Association,+27 76 543 7901,"Next to Mkwiniki Junior Secondary School, Mdletyeni Location, Coopersdrift, Tsomo, Eastern Cape, 5400","-26.31044, 28.38633",-26.31044,28.38633
 Masithethe Counselling Services - East London,+27 43 743 7266,"3 Craigellen, 3 St James Road, Southernwood, Eastern London, Eastern Cape, 5201","-33.00012, 27.90396",-33.00012,27.90396
 Masizakhe Community Project for HIV and AIDS,+27 83 466 6137,"Kwazakhele Hostel, 198 Nkonjane Street, Kwazakhele, Port Elizabeth, Eastern Cape, 6205","-33.79757, 25.39346",-33.79757,25.39346
 Masizame Training Centre,+27 43 761 5176,"F1124, Mdantsane NU4, Mdantsane, East London, Eastern Cape, 5219","-32.96969, 27.81075",-32.96969,27.81075
 Mdingi Clinic - King William's Town,+27 40 656 7819,"Next to Amantinde High School, Mdingi Location, King William's Town, Eastern Cape, 5601","-32.89486, 27.41306",-32.89486,27.41306
 Mfesane - Eastern Cape,+27 41 582 2929,"Room 118, Nelson Mandela Tourism Centre, Corner of Walmer Boulevard and Mitchell Street, Port Elizabeth, Eastern Cape, 6000","-33.94632, 25.53331",-33.94632,25.53331
 Middle Street Clinic,+27 41 922 4358,"Corner of Cannon and Middle Streets, Uitenhage, Eastern Cape, 6229","-33.75776, 25.39107",-33.75776,25.39107
 Mjola Clinic,+27 83 378 0619,"Next to Majola Tea Factory, Majola Location Port St Johns, Eastern Cape, 5120","-33.59215, 26.87938",-33.59215,26.87938
 Mncedi Qiqa Home-Based Care Centre and Hospice,+27 47 873 5803,"Stand 675, Zone 3, Ezibeleni Township, Queenstown, Eastern Cape, 5320","-32.19216, 26.81087",-32.19216,26.81087
 Mncotsho Clinic,+27 43 685 9399,"Near to Mncotsho Primary School, Mncotsho, Eastern Cape, 5661","-32.93518, 27.59984",-32.93518,27.59984
 Mnyibashe Clinic,+27 83 760 3692,"Next to Mzolo High School, Vananda Administrative Area, Nqamakwe, Eastern Cape, 4990","-32.12938, 27.80417",-32.12938,27.80417
 Mooiplaas Clinic - Port Elizabeth,+27 43 851 1070,"Next to the Police Station, Mooiplaas, East London, Eastern Cape, 5288","-32.73769, 28.05406",-32.73769,28.05406
 Moore Street Clinic,+27 43 705 2316,"78 Moore Street, Quigney, East London, Eastern Cape, 5201","-33.01203, 27.91925",-33.01203,27.91925
 Mother Soul Youth Development,+27 72 400 4784,"2688 Tengo Street, Ilinge Village, Ilinge, Eastern Cape, 5330","-31.97622, 27.03843",-31.97622,27.03843
 Motherwell Community Health Care Centre,+27 41 469 2199,"Tyinira Street, Motherwell NU4, Motherwell, Eastern Cape, 6211","-33.79798, 25.58312",-33.79798,25.58312
 Motherwell NU 11 Clinic,+27 41 506 1130,"Gotyiba Street, Motherwell, Port Elizabeth, Eastern Cape, 6221","-33.78268, 25.58634",-33.78268,25.58634
 Motherwell NU 2 Clinic,+27 41 506 1064,"Zamukulungisa Street, Motherwell NU2, Port Elizabeth, Eastern Cape, 6211","-33.80354, 25.61050",-33.80354,25.61050
 Mpukane Clinic,+27 63 407 4171,"Mpukane Administrative Area, Nqamkwe, Eastern Cape, 4990","-32.33107, 27.87466",-32.33107,27.87466
 Mqanduli Advice Centre,+27 47 573 1041,"Ward 26, Department of Agriculture Premises, Main Road, Mqanduli, Eastern Cape, 5080","-33.88155, 25.50104",-33.88155,25.50104
 Ncera Clinic,+27 43 781 8065,"Ncera Village, East London, Eastern Cape, 5201","-33.01269, 27.90036",-33.01269,27.90036
 Ncora Clinic,+27 82 924 8728,"Near to the Post Office, Ncora, Eastern Cape, 5403","-31.81853, 27.74082",-31.81853,27.74082
 Needs Camp Clinic,+27 43 736 4093,"Next to the Police Station, Needs Camp, East London, Eastern Cape, 5201","-33.00552, 27.64703",-33.00552,27.64703
" Nelson Mandela Metropolitan University, Department of Student Counselling - Second Avenue Campus",+27 41 504 3854,"Room 1, Building 408, Nelson Mandela Metropolitan University, Second Avenue Campus, Summerstrand, Port Elizabeth, Eastern Cape, 6001","-33.99134, 25.65702",-33.99134,25.65702
 Nemata Change a Life,+27 73 505 9168,"12 Lindan Street, Nemato, Port Alfred, Eastern Cape, 6173","-33.59491, 26.89676",-33.59491,26.89676
 Never Give Up Support Group,+27 40 656 2039,"592 Soweto Street, Dimbaza, King William's Town, Eastern Cape, 5671","-32.83925, 27.23089",-32.83925,27.23089
 New Brighton Clinic,+27 41 454 1100,"Avenue A Street, New Brighton, Port Elizabeth, Eastern Cape, 6200","-33.90868, 25.58545",-33.90868,25.58545
 New Life Crisis Pregnancy Centre,+27 41 991 0217,"130 Caledon Street, Uitenhage, Eastern Cape, 6229","-33.76812, 25.40217",-33.76812,25.40217
 Newhaven Chronic Sick Hospital,+27 43 726 3226,"12 Cavendish Road, Vincent, East London, Eastern Cape, 5217","-32.98452, 27.90620",-32.98452,27.90620
 Newlands Clinic,+27 43 739 1068,"Near to Mpongo Park, Mpundu Location, East London, Eastern Cape, 5247","-32.87785, 27.74907",-32.87785,27.74907
 Ngceza Clinic,+27 82 920 7548,"Next to Mgxobozweni Junior Secondary School, Mgxobozweni Location, Tsomo, Eastern Cape, 5400","-31.97471, 27.73446",-31.97471,27.73446
 Ngcobo Community Health Centre,+27 73 934 5314,"Near to the RDP Housing and the Community Hall, Masonwabe Location, Engcobo, Eastern Cape, 5050","-31.68399, 27.99756",-31.68399,27.99756
 Ngcwanguba Community Health Centre,+27 47 575 7910,"Next to the Ngcwanguba Store, Mqanduli, Eastern Cape, 5080","-31.91905, 29.03239",-31.91905,29.03239
 Nkqubela SANTA Hospital,+27 43 761 2132,"9 Billy Road, Mdantsane, Eastern Cape, 5219","-32.93374, 27.74333",-32.93374,27.74333
 No More Shame Women's Movement,+27 41 481 2189,"4 Koetan Street, Bethelsdorp, Port Elizabeth, Eastern Cape, 6059","-33.87308, 25.47617",-33.87308,25.47617
 Nobuhle NU 8 Clinic - Mdantsane Unit 8,+27 43 762 2912,"Stand 3939, Mdantsane NU8, Mdantsane, East London, Eastern Cape, 5219","-32.96969, 27.81075",-32.96969,27.81075
 Nolukhanyo Clinic,+27 46 625 0713,"1213 Lungisani Road, Bathurst, Eastern Cape, 6166","-33.49373, 26.83122",-33.49373,26.83122
 Nomangesi Jayiya Clinic,+27 41 977 6202,"Corner of Tize Road and Mqolomba Street, Kwanobuhle, Uitenhage, Eastern Cape, 6242","-33.82057, 25.38403",-33.82057,25.38403
 Nompe Sigaji Community Development,+27 73 217 1028,"Near to Sikhoma Junior Secondary School, Ward 26, Mankosi Administrative Area, Ngqeleni, Eastern Cape, 5140","-31.91212, 28.69505",-31.91212,28.69505
 Nonasi Primary Health Care Services,+27 83 509 6658,"Stand 59, Mdantsane NU13, Mdantsane, East London, Eastern Cape, 5219","-32.96969, 27.81075",-32.96969,27.81075
 Noncampa Clinic,+27 40 659 7005,"Near to Molwabisi Cash Store, Noncampa Location, Peddie Road, King William's Town, Eastern Cape, 5601","-32.90743, 27.29926",-32.90743,27.29926
 Nontyatyambo NU 2 Clinic,+27 43 760 0420,"Next to the Taxi Rank, Mdantsane, Eastern Cape, 5219","-32.96969, 27.81075",-32.96969,27.81075
 Nqamakwe Community Health Centre,+27 47 487 0145,"Next to the Community Hall, R409 Road, Nqamakwe, Eastern Cape, 4990","-32.20825, 27.93613",-32.20825,27.93613
 Ntabakandoda Clinic,+27 41 464 1746,"Corner of Sir George Grey Road and Johnson Street, Zwide, Eastern Cape, 6215","-32.81836, 27.10702",-32.81836,27.10702
 Ntafufu Clinic,+27 87 301 8044,"Next to the R61, Ntafufu Location, Port St Johns, Eastern Cape, 5120","-31.49735, 29.52724",-31.49735,29.52724
 NU 17 Clinic,+27 43 763 5064,"Sizimisele NU 17 Clinic, Mdantsane, Eastern Cape, 5219","-32.94896, 27.68623",-32.94896,27.68623
 Oosterland Youth Centre,+27 41 933 1120,"Berg Street, Despatch, Eastern Cape, 6220","-33.80576, 25.46305",-33.80576,25.46305
 Openshaw Clinic,+27 43 781 9171,"Openshaw Clinic, Joyweni Location, East London, Eastern Cape, 5201","-33.15825, 27.44730",-33.15825,27.44730
 Oxton Clinic,+27 40 842 7052,"Near to Pricedale Clinic, Whittlesea, Eastern Cape, 5360","-32.17654, 26.82339",-32.17654,26.82339
 Pal1 Clinic,+27 31 205 2749,"Near Joe Slovo, R67, Nkonjane Street, Makana, Eastern Cape, 9463","-33.56666, 26.89159",-33.56666,26.89159
 Palendaba Clinic,+27 83 378 1192,"Near to Sakakude Primary School, Palendaba Village, Sterkspruit, Eastern Cape, 9762","-30.52516, 27.36523",-30.52516,27.36523
 Palmerton Clinic,+27 78 026 9828,"Near to Palmerton High School, Palmerton, Flagstaff, Eastern Cape, 4821","-31.32218, 29.49067",-31.32218,29.49067
 Park Centre Clinic,+27 41 506 7443,"Corner of Church and Cannon Streets, Uitenhage, Eastern Cape, 6229","-33.76393, 25.40144",-33.76393,25.40144
 Parkland Special School,+27 43 748 5749,"1 Coad Road, Beacon Bay, East London, Eastern Cape, 5241","-32.97341, 27.94658",-32.97341,27.94658
 Parkvale Clinic,+27 45 854 7023,"Marigold Street, Queenstown, Eastern Cape, 5319","-31.92130, 26.87107",-31.92130,26.87107
 Peelton Clinic,+27 83 303 1909,"Next to Phillip High School, Zwelitsha, Bisho, Eastern Cape, 5608","-32.84887, 27.44118",-32.84887,27.44118
 Pefferville Clinic,+27 43 705 2312,"Next to Dr Fray's Offices, Rotterdam Road, East London, Eastern Cape, 5200","-33.01107, 27.88068",-33.01107,27.88068
 Perksdale Clinic,+27 79 405 4814,"Next to Perksdale Mission Station, Perksdale Village, Debe Nek, Eastern Cape, 5604","-32.89486, 27.41306",-32.89486,27.41306
 Petros Jobane Clinic,+27 43 726 0143,"Madolwana Street, East London, Eastern Cape, 5201","-32.96415, 27.88880",-32.96415,27.88880
 Phakamisa Clinic - King William's Town,+27 40 654 2648,"Next to the Spaza Shop, Frere Street, King William's Town, Eastern Cape, 5620","-32.88334, 27.40000",-32.88334,27.40000
 Philani Clinic,+27 45 838 4329,"Top Street, Mlungisi, Queenstown, Eastern Cape, 5321","-31.91053, 26.86769",-31.91053,26.86769
 Philani NU 1 Clinic,+27 43 761 1312,"NU 1 Clinic Philani, Bhomek Road, Mdantsane, Eastern Cape, 5219","-32.93841, 27.77033",-32.93841,27.77033
 Pirie Clinic,+27 40 656 7009,"Pirie, Bisho, Eastern Cape, 5604","-32.79243, 27.24578",-32.79243,27.24578
 Plumstead Clinic,+27 82 384 5160,"Close to Tsomo Mission, Tsomo, Eastern Cape, 5400","-32.03945, 27.81807",-32.03945,27.81807
 Port Alfred Hospital,+27 46 604 4078,"Southwell Road, Port Alfred, Eastern Cape, 6170","-33.59469, 26.87847",-33.59469,26.87847
 Port Alfred Town Clinic,+27 46 624 8281,"Port Alfred Hospital, Selfwell Road, Eastern Cape, 6170","-33.59491, 26.89676",-33.59491,26.89676
 Port Elizabeth Hospitals Complex,+27 41 405 2244,"Stanford Road, Korsten, Port Elizabeth, Eastern Cape, 6020","-33.92688, 25.57199",-33.92688,25.57199
 Port Elizabeth Provincial Hospital,+27 41 392 3201,"Buckingham Road, Port Elizabeth, Eastern Cape, 6000","-33.95847, 25.59797",-33.95847,25.59797
 Port St Johns Community Health Centre,+27 47 564 1255,"Next to the Capehermes Building, Golf Course Drive, Port St Johns, Eastern Cape, 5120","-31.63235, 29.54569",-31.63235,29.54569
 Port St Johns Young Women's Group,+27 47 564 1460,"257 Main Street, Port St Johns, Eastern Cape, 5120","-31.62824, 29.54213",-31.62824,29.54213
 PZ Meyer Hospital,+27 42 291 2064,"Johnson Street, Kruisfontein, Humansdorp, Eastern cape, 6300","-34.02482, 24.76145",-34.02482,24.76145
 Qamata Clinic,+27 71 859 5834,"Near to Mhlobo Junior Secondary School, Qamata, Cofimvaba, Eastern Cape, 5380","-31.73290, 29.27919",-31.73290,29.27919
 Qandu Clinic,+27 83 378 1153,"Near to the Qandu Store, Qandu Location, Port St Johns, Eastern Cape, 5120","-31.73290, 29.27919",-31.73290,29.27919
 Qitsi Clinic,+27 82 929 7382,"Mdibaniso Village, Qitsi, Cofimvaba, Eastern Cape, 5384","-31.99952, 27.58018",-31.99952,27.58018
 Queen Nonesi Clinic,+27 83 378 0501,"Next to Khala College, Gqebenya Village, Lady Frere, Eastern Cape, 5410","-31.82107, 27.01094",-31.82107,27.01094
 Queens Mercy Clinic,+27 83 303 1860,"Next to Mushweshwe High School, Hatlali Location, Harry Gwala Park, Matatiele, Eastern Cape, 4730","-30.32778, 28.78587",-30.32778,28.78587
 Qukru Clinic,+27 72 228 4000,"Qukru Farms, East London, Eastern Cape, 5200","-33.01269, 27.90036",-33.01269,27.90036
 Qunu Clinic,+27 47 538 7002,"Near to the Sasol Garage, Qunu, Mthatha, Eastern Cape, 5105","-31.77146, 28.61708",-31.77146,28.61708
 Qwidlana Clinic,+27 71 859 5837,"Near to Tiwani Shop, Administrative Area, Mount Frere, Eastern Cape, 5090","-30.79882, 28.70808",-30.79882,28.70808
 Revive Counselling Centre - Port Elizabeth,+27 41 373 8883,"1 Nile Road, Perridgevale, Port Elizabeth, Eastern Cape, 6001","-33.94697, 25.58051",-33.94697,25.58051
 Riebeeck East Clinic,+27 46 622 4999,"Kommadagga Road, Riebeek East, Grahamstown, Eastern Cape, 5805","-33.20099, 26.15139",-33.20099,26.15139
 Rocklands Clinic,+27 40 845 0142,"Near to the Zambuntu Store, Rocklands Village, Queenstown, Eastern Cape, 5319","-32.01685, 26.92637",-32.01685,26.92637
 Rosedale Community Health Centre,+27 41 506 1114,"200 Acacia Avenue, Rosedale, Gambleville, Eastern Cape, 6241","-33.73687, 25.37626",-33.73687,25.37626
 S.H.E. - East London,+27 43 722 0750,"Office 22, Zanempilo Health Centre, 22 Oxford Street, East London, Eastern Cape, 5201","-33.01971, 27.90563",-33.01971,27.90563
 Saint Michael's Clinic,+27 83 378 0670,"Near to the Anglican Church, Saint Michael's Village, Sterkspruit, Eastern Cape, 9762","-30.52516, 27.36523",-30.52516,27.36523
 Sakh'ukhanyo Youth Development Initiative,+27 83 622 9803,"Stand 2678, Vergenoeg Location, Kwanomzamo, Humansdorp, Eastern Cape, 6300","-34.03298, 24.77863",-34.03298,24.77863
 Schornville Clinic,+27 43 642 4117,"Near to the Library, Buffalo Road, Zwelitsha, Bisho, Eastern Cape, 5608","-32.87973, 27.38696",-32.87973,27.38696
 Setapart Ministries,+27 41 481 2208,"11 Augustine Street, Salsoneville, Port Elizabeth, Eastern Cape, 6059","-33.88953, 25.51510",-33.88953,25.51510
 Settlers Hospital,+27 46 602 5000,"Milner Street, Grahamstown, Eastern Cape, 6139","-33.30614, 26.52300",-33.30614,26.52300
 Shepherd's Hope Clinic,+27 87 310 8021,"Near to the Roman Catholic Church, Mehloding Village, Matatiele, Eastern Cape, 4730","-30.33895, 28.80859",-30.33895,28.80859
 Shiloh Fellowship,+27 43 722 4262,"55 Windy Ridge, Parkside, East London, Eastern Cape, 5209","-33.05976, 27.77614",-33.05976,27.77614
 Sibambisene HIV and AIDS Support Group,+27 43 743 1579,"Stand 4044, Mdantsane NU2, Mdantsane, East London, Eastern Cape, 5219","-32.96969, 27.81075",-32.96969,27.81075
 Silvertown Clinic,+27 41 977 7628,"Mondile Street, Kwanobuhle, Uitenhage, Eastern Cape, 6242","-33.82339, 25.40302",-33.82339,25.40302
 Sinako Wellness and Development Organisation,+27 40 842 2989,"136A Langfield Road, Whittlesea, Eastern Cape, 5360","-32.17006, 26.81130",-32.17006,26.81130
 Sinako Youth Development Foundation,+27 73 404 6596,"Macleantown, East London, Eastern Cape, 5280","-32.98844, 27.82595",-32.98844,27.82595
 Sinawe Referral Centre - Sexual Offences and Community Affairs Unit,+27 47 531 6025,"Mthatha General Hospital, 71 Nelson Mandela Drive, Mthatha, Eastern Cape, 5100","-31.59282, 28.78967",-31.59282,28.78967
 Sipetu Hospital,+27 39 255 0077,"Next to the Police Station, Esilindini Location, Mount Frere, Eastern Cape, 5090","-31.09178, 29.18731",-31.09178,29.18731
 Siyabulela NU 16 Clinic,+27 43 763 1277,"1438, 16 Siyabulela Clinic, Mdantsane NU16, East London, Eastern Cape, 5219","-32.96969, 27.81075",-32.96969,27.81075
 Siyaphilisa NU 13 Clinic,+27 43 763 1106,"Stand 547, NU13, Ngwenyathi, Mdantsane, East London, Eastern Cape, 5221","-32.96969, 27.81075",-32.96969,27.81075
 Sonwabo Zandile Clinic,+27 45 971 0848,"Next to Malikhanye High School, Barkly East, Eastern Cape, 9786","-30.96911, 27.59258",-30.96911,27.59258
 Sophumelela HIV and AIDS Kids and Youth Programme,+27 73 699 9170,"Stand 1000, Dimbaza, Bisho, Eastern Cape, 5671","-32.84887, 27.44118",-32.84887,27.44118
 SOS Children's Village - Port Elizabeth,+27 41 451 2812,"Searle Road, Schauderville, Port Elizabeth, Eastern Cape, 6001","-33.93161, 25.56704",-33.93161,25.56704
 Sotho Clinic,+27 43 851 1539,"Sotho Location, Mooiplaas, East London, Eastern Cape, 5201","-32.99895, 27.93899",-32.99895,27.93899
 Soul Winners Support Centre for Women and Children,+27 73 207 9003,"Next to Malusi Clinic, Gxulu Location, Libode, Eastern Cape, 5160","-33.01269, 27.90036",-33.01269,27.90036
 South African National Council on Alcoholism and Drug Dependence - Port Elizabeth,+27 41 364 1974,"Westway Centre, 349 Cape Road, Newton Park, Port Elizabeth, Eastern Cape, 6001","-33.94585, 25.53568",-33.94585,25.53568
" South African National Council on Alcoholism and Drug Dependence - Provincial Head Office, East London",+27 43 722 1210,"22 St Marks Road, Southernwood, Eastern Cape, 5201","-32.99841, 27.90267",-32.99841,27.90267
" South African Police Service Family Violence, Child Protection and Sexual Offences Unit - East London",+27 43 722 9718,"Edcot Square, 256 Oxford Street, East London, Eastern Cape, 5201","-33.01927, 27.90547",-33.01927,27.90547
 South African Police Service Trauma Room - Aberdeen,+27 49 846 0413,"6 Voortrekker Square, Aberdeen, Eastern Cape, 6270","-32.47664, 24.06192",-32.47664,24.06192
 South African Police Service Trauma Room - Adelaide,+27 46 684 0608,"11 Marais Street, Adelaide, Eastern Cape, 5760","-32.70663, 26.29261",-32.70663,26.29261
 South African Police Service Trauma Room - Amalinda,+27 43 851 1540,"4 Denham Place, Sunnyside Park, Amalinda, Eastern Cape, 5252","-32.99491, 27.84694",-32.99491,27.84694
 South African Police Service Trauma Room - Barkly East,+27 45 971 0199,"Blue River Road, Mooiplaas, Eastern Cape, 5288","-30.96873, 27.59255",-30.96873,27.59255
 South African Police Service Trauma Room - Baviaanskloof,+27 49 839 1033,"Main Road, Lulet, Willowmore, Eastern Cape, 6452","-33.20528, 27.60262",-33.20528,27.60262
 South African Police Service Trauma Room - Mthatha,+27 47 501 1010,"R51 Sutherland Street, Mthatha, Eastern Cape, 5100","-31.58830, 28.78560",-31.58830,28.78560
 South African Red Cross Society - Eastern Cape Provincial Office,+27 41 586 4334,"18 Bain Street, Central, Port Elizabeth, Eastern Cape, 6001","-33.96079, 25.61200",-33.96079,25.61200
 SS Gida Hospital,+27 40 658 0097,"Cata Road, Keiskammahoek, Eastern Cape, 5760","-32.67458, 27.14350",-32.67458,27.14350
 St John Ambulance Foundation - East London,+27 43 722 9840,"24 St Georges Road, Southernwood, East London, Eastern Cape, 5201","-33.00301, 27.90035",-33.00301,27.90035
 St John Ambulance Foundation - Grahamstown,+27 46 636 1650,"24 Hill Street, Grahamstown, Eastern Cape, 6139","-33.31104, 26.52717",-33.31104,26.52717
 St John Ambulance Foundation - Port Elizabeth,+27 41 364 2701,"47 Pickering Street, Newton Park, Port Elizabeth, Eastern Cape, 6045","-33.94868, 25.57569",-33.94868,25.57569
 Stutterheim Hospital,+27 43 683 1313,"Hospital Street, Stutterheim, Eastern Cape, 4930","-32.57097, 27.41957",-32.57097,27.41957
 Sweetwater Clinic,+27 40 655 8089,"Sweetwater Location, Main Road, Zwelitsha, Eastern Cape, 5608","-32.90158, 27.41565",-32.90158,27.41565
 Tanduxolo Clinic,+27 41 506 2720,"Amara Street, Motherwell, Port Elizabeth, Eastern Cape, 6211","-33.79515, 25.58443",-33.79515,25.58443
 Tanga Clinic,+27 82 868 5423,"Next to Tanga Senior Secondary School, Anchorage, Butterworth, Eastern Cape, 4960","-32.25298, 28.18506",-32.25298,28.18506
 Tarkastad Town Clinic,+27 45 846 0463,"1 Buitekant Street, Tarkastad, Eastern Cape, 5370","-32.00897, 26.25807",-32.00897,26.25807
 Tayler Bequest Hospital,+27 39 737 3107,"1 Main Street, Matatiele, Eastern Cape, 4730","-30.68928, 28.51008",-30.68928,28.51008
 Taylor Bequest Primary Health Care,+27 39 257 0477,"Near to the Community Hall, Lisomzi Location, Mount Fletcher, Eastern Cape, 4770","-30.68483, 28.51504",-30.68483,28.51504
 Tembelihle Clinic,+27 47 877 0125,"Bashee Street, Cala, Eastern Cape, 5455","-31.52547, 27.70336",-31.52547,27.70336
 Tembisa NU 7 Clinic,+27 43 762 2213,"Zone 7, 2885 Jiba Road, Mdantsane, Eastern Cape, 5219","-32.95304, 27.72368",-32.95304,27.72368
 Tentergate Clinic,+27 40 845 0008,"Near to Mbekweni Secondary School, Tentergate Village, Tarkastad, Eastern Cape, 5370","-32.09071, 26.46209",-32.09071,26.46209
 Thand'usana Babies Safe Home,+27 41 365 7224,"40 Third Avenue, Newton Park, Port Elizabeth, Eastern Cape, 6045","-33.90811, 25.60532",-33.90811,25.60532
 The Daily Bread Missions Charitable Trust,+27 43 726 3344,"Ward 3, Deerfield Farm, 852 Mount Coke Road, Greenfields, East London, Eastern Cape, 5201","-33.03346, 27.86519",-33.03346,27.86519
 The Door of Hope Care Centre,+27 71 975 9997,"Next to Masakhane Project, Lieveldt Location, Ginsberg, King William's Town, Eastern Cape, 5601","-32.87225, 27.41072",-32.87225,27.41072
