name,telephone,adress,gps,lattitude,longitude
 Soutpansleegte Clinic,+27 82 418 4127,"Near to Agrico Building, Ga-Habedi, Temba, North West, 0407","-25.16990, 27.90482",-32.92419,27.42365
 Stella Hospital,+27 53 983 0060,"Near to the Police Station, Stella, North West, 8650","-26.54778, 24.85982",-32.92419,27.42365
 Suid-Afrikaanse Vrouefederasie Evanna Tehuis - Hartbeesfontein,+27 18 431 0678,"Berg Street, Hartbeesfontein, North West, 2600","-26.76376, 26.41747",-32.92419,27.42365
 Suid-Afrikaanse Vrouefederasie Family Care Centre - Klerksdorp,+27 18 464 2196,"7 Roseen Street, Klerksdorp, North West, 2571","-26.87106, 26.66140",-32.92419,27.42365
 Suid-Afrikaanse Vrouefederasie Gesinsorg - Potchefstroom,+27 18 297 5240,"5 Spoelstra Avenue, Potchefstroom, North West, 2531","-26.71794, 27.09338",-32.92419,27.42365
 Suid-Afrikaanse Vrouefederasie Rethabile Kinderhuis - Klerksdorp,+27 18 464 1888,"7 Rosin Street, Klerksdorp, North West, 2571","-26.86818, 26.64814",-32.92419,27.42365
 Suid-Afrikaanse Vrouefederasie Rodeonhof Tehuis - Swartruggens,+27 14 544 0312,"2 Lovegrowth Street, Swartruggens, North West, 2835","-25.63378, 26.68307",-32.92419,27.42365
 Suid-Afrikaanse Vrouefederasie Ventersdorp Tehuis - Ventersdorp,+27 18 264 2159,"47 Mark Street, Ventersdorp, North West, 2710","-26.31700, 26.82013",-32.92419,27.42365
 Swartruggens Hospital,+27 14 544 0751,"Corner of Mandela and Lindley Streets, Swartruggens, North West, 2835","-25.64132, 26.68764",-32.92419,27.42365
 Swartruggens Mobile 1 Clinic,+27 14 544 0011,"Plot 61, Swartruggens, North West, 2835","-25.63378, 26.68307",-32.92419,27.42365
 Swartruggens Mobile 2 Clinic,+27 14 544 0011,"Plot 61, Swartruggens, North West, 2835","-25.63378, 26.68307",-32.92419,27.42365
 Tapologo HIV Programme,+27 76 830 4007,"Plot 85, Boekenhoutfontein Farm, Saint Joseph's Mission, Boshoek, Rustenburg, North West, 0301","-25.67049, 27.23716",-32.92419,27.42365
 Taung District Hospital,+27 53 994 8100,"Magistrate Street, Taung, North West, 8584","-27.53398, 24.78368",-32.92419,27.42365
 The Thakaneng Project,+27 18 297 0825,"6 Zinn Street, Potchefstroom, North West, 2520","-26.72066, 27.09928",-32.92419,27.42365
 Thekwane Clinic,+27 14 567 1522,"1723 Mablane Street, Tlhabane, Rustenburg, North West, 0299","-25.63395, 27.20749",-32.92419,27.42365
 Thulwe Clinic,+27 82 857 1380,"Stand E107, Bambata Street, Thulwe, Temba, North West, 0419","-25.25054, 28.19965",-32.92419,27.42365
 Thusano Prevention Programme,+27 60 484 1334,"1566B, Bataung Section, Maboloka Village, Brits, North West, 0197","-25.43067, 27.84873",-32.92419,27.42365
 Thusong Hospital,+27 18 338 2418,"Lichtenburg Mahikeng Road, Itsoseng, Mahikeng, North West, 2744","-25.92093, 25.79792",-32.92419,27.42365
 Thusong Service Centre - Bokamoso/Jerico,+27 12 318 9500,"Next to BP Filling Station, Jericho Main Road, Jericho, Brits, North West, 0189","-25.32906, 27.81387",-32.92419,27.42365
 Thusong Service Centre - Kgetleng,+27 14 544 0011,"1 Erasmus Street, Swartruggens, North West, 2835","-26.59179, 24.17088",-32.92419,27.42365
" Thuthuzela Care Centre - Job Shimankana Tabane Hospital, Rustenburg",+27 14 590 5474,"Job Shimankana Tabane Hospital, Corner of Bosch and Heystek Streets, Rustenburg, North West, 0299","-25.67740, 27.24400",-32.92419,27.42365
" Thuthuzela Care Centre - Klerksdorp Hospital, Klerksdorp",+27 18 465 2828,"Klerksdorp Hospital, 119 Corner of Church and John Orr Streets, Klerksdorp, North West, 2570","-26.87788, 26.66388",-32.92419,27.42365
" Thuthuzela Care Centre - Mafikeng Provincial Hospital, Mahikeng",+27 18 383 7000,"Mafikeng Provincial Hospital, Corner of Baverick and Lichtenburg Roads, Mahikeng, North West, 2745","-25.92093, 25.79792",-32.92419,27.42365
 Tlakgameng Clinic,+27 53 998 7050,"Near to the Department of Agriculture and the Post Office, Tlakgameng, Vryburg, North West, 8616","-26.46827, 24.34352",-32.92419,27.42365
 Traditional HIV and AIDS Home-Based Care,+27 83 400 7311,"Stand 297, Robega Village, Phokeng, Rustenburg, North West, 0335","-25.61054, 27.31180",-32.92419,27.42365
 True Salvation Church of Christ,+27 76 936 4612,"Stand 562, Sekunjalo Section, Phatsima, North West, 0351","-25.39278, 27.01762",-32.92419,27.42365
 Tshepong Hospital,+27 18 406 4400,"45 Benjamin Oliphant Street, Uraniaville, Klerksdorp, North West, 2571","-26.90206, 26.59456",-32.92419,27.42365
 Tshwara Ka Thata Home-Based Care,+27 72 040 1964,"Next to Sejabuge Supermarket, Fefikile Village, Mogwase, Rustenburg, North West, 0314","-25.61129, 27.32072",-32.92419,27.42365
 Tshwaraganang Home-Based Care,+27 78 342 6050,"2025 Rapooa Street, Tlhabane, Rustenburg, North West, 0299","-25.63822, 27.21420",-32.92419,27.42365
 Tshwaraganang Home-Based Care,+27 14 591 9300,"Situated within Classic House Clinic, 148 President Mbeki Drive, Rustenburg, North West, 0299","-25.66789, 27.23915",-32.92419,27.42365
 Tshwaraganang Home-Based Care - North West,+27 73 724 5696,"Next to the Clinic, Stand 1512, Moritini Location, Rustenburg, North West, 0299","-25.67049, 27.23716",-32.92419,27.42365
 Tsogong Sedibeng Sa Tshepo Home Based Care,+27 18 295 0202,"Next to Tsongo Church, Corner of Molotlegi and Mokooba Streets, Top City, Potchefstroom, North West, 2531","-26.71489, 27.06031",-32.92419,27.42365
 Tswelelang 1 Clinic,+27 18 595 1343,"264 Hoof Weg, Wolmaransstad, North West, 2630","-27.20006, 25.98208",-32.92419,27.42365
 Tswelelang 2 Community Health Centre,+27 18 595 1014,"Stand 1365, Wolmaransstad, North West, 2630","-27.20006, 25.98208",-32.92419,27.42365
 Tweelaagte Clinic,+27 14 519 0609,"Stand 20089, Toemaskop, Rustenburg, North West, 0345","-25.67049, 27.23716",-32.92419,27.42365
 Unit 9 Community Health Centre,+27 18 384 5533,"Next to Letsatsing High School, Joe Slovo Street, Mmabatho, North West, 2790","-26.90265, 26.59748",-32.92419,27.42365
 Ventersdorp Gateway Clinic,+27 18 264 3074,"19 Grens Street, Ventersdorp, North West, 2710","-26.30876, 26.82409",-32.92419,27.42365
 Ventersdorp Hospital,+27 18 264 2081,"19 Grens Street, Ventersdorp, North West, 2710","-26.31304, 26.81605",-32.92419,27.42365
 Vryburg District Hospital,+27 53 928 9000,"1 Warren Street, Vryburg, North West, 8601","-25.86299, 25.64421",-32.92419,27.42365
 Welgevonden Satellite Clinic,+27 71 074 5873,"Next to Welgevonden Primary School, Stand 369, Welgevondeni Village, Ventersdorp, North West, 2710","-26.16239, 26.81771",-32.92419,27.42365
 Welverdiend Clinic,+27 14 517 1900,"Near to Nonleba Primary School, Welverdiend Village, Madikwe, Rustenburg, North West, 2840","-25.62097, 27.32318",-32.92419,27.42365
 Witrantjies Clinic,+27 14 513 0005,"Next to the Tribal Office, Witrantjies Village, Mogwase, North West, 0314","-25.27676, 27.21751",-32.92419,27.42365
 Zifo-Zonke Traditional Healers and Home-Based Care Project,+27 83 499 4177,"Stand 125, Bapong Section 1, Bapong, Brits, North West, 0269","-25.71109, 27.67478",-32.92419,27.42365
