name,telephone,adress,gps,lattitude,longitude
 Dr Helga Kuhn Clinic,+27 16 581 0812,"2063 Chestnut Street, Palm Springs, Sebokeng, Gauteng, 1984","-26.49727, 27.83708",-32.92419,27.42365
 Driehoek Clinic,+27 16 932 5679,"Stuttaford Street, Vanderbijlpark, Gauteng, 1911","-26.72646, 27.84582",-32.92419,27.42365
 East Bank Municipal Clinic,+27 11 882 0905,"Corner of Impala and Springbok Streets, Alexandra, Johannesburg, Gauteng, 2090","-26.10677, 28.11024",-32.92419,27.42365
 East Lynne Clinic,+27 12 800 1727,"Corner of Meeu and Stegman Roads, East Lynne Extension 2, Pretoria, Gauteng, 0186","-25.70181, 28.28486",-32.92419,27.42365
 Ebenezer Children's Home,+27 16 591 1754,"Corner of Eastern and Cradock Roads, Park Town, Mafatsana, Gauteng, 1984","-26.40003, 27.83446",-32.92419,27.42365
 Ebenezer Fellowship Centre,+27 83 718 3204,"7340 Kgotso Street, Lawley, Ennerdale, Gauteng, 1830","-26.36882, 28.38858",-32.92419,27.42365
 Edenvale Hospital,+27 11 321 6001,"Modderfontein Road, Edenvale, Gauteng, 1609","-26.12258, 28.13556",-32.92419,27.42365
 Eersterust Clinic,+27 12 806 7000,"214 Willie Swart Avenue, Tshwane, Gauteng, 0002","-25.71685, 28.31023",-32.92419,27.42365
 Eighth Avenue Clinic,+27 11 443 8211,"Eighth Avenue, Alexandra, Johannesburg, Gauteng, 2090","-26.13964, 27.94442",-32.92419,27.42365
 Eikenhof Clinic,+27 82 463 8951,"Plot 51, Klipriver Road, Eikenhof, Meyerton, Gauteng, 1872","-26.33624, 28.00308",-32.92419,27.42365
 Ekangala Clinic,+27 13 934 4381,"Stand 1227, Ekangala Extension D, Ekangala, Gauteng, 1021","-25.69016, 28.74908",-32.92419,27.42365
 Ekhaya Service Foundation,+27 83 337 4787,"Next to Total Garage, Kwa-Dima, Bronkhorstspruit, Gauteng, 1025","-25.80831, 28.72961",-32.92419,27.42365
 Ekupholeni Mental Health Care,+27 11 648 9820,"18A Gill Street, Observatory, Johannesburg, Gauteng, 2198","-26.18343, 28.07451",-32.92419,27.42365
 Eldorado Park Women's Forum,+27 11 945 6433,"7 Komsberg Avenue, Eldoradopark Extension 4, Eldorado Park, Gauteng, 1811","-26.76239, 27.83661",-32.92419,27.42365
 Eldoradopark Clinic Extension 2,+27 11 945 4203,"Corner of Arlberg and Witteberg Streets, Eldoradopark Extension 2, Eldoradopark, Gauteng, 1811","-26.24992, 28.03521",-32.92419,27.42365
 Eldoradopark Clinic Extension 9,+27 11 945 3188,"59 Boundary Road, Eldoradopark Extension 9, Eldoradopark, Gauteng, 1811","-26.34613, 27.37631",-32.92419,27.42365
 Eldoraigne Satellite Clinic,+27 12 654 1080,"28 Kiepersol Centre, Corner of Allan and Selby Avenues, Centurion, Gauteng, 0153","-25.82542, 28.27447",-32.92419,27.42365
 Elias Motsoaledi Clinic,+27 11 936 4106,"13149 Carr Street, Orlando West, Orlando, Gauteng, 1804","-26.22685, 27.91852",-32.92419,27.42365
 Emergency Medical Services,+27 13 933 3632,"MEEC Building, 287 Irridium Street, Ekandustria, Bronkhorstspruit, Gauteng, 1028","-25.68682, 28.71220",-32.92419,27.42365
 Emfuleni West Provincial Mobile Clinic,+27 16 988 0709,"2001 Mandela Drive, Boitumelo, Sebokeng, Gauteng, 1983","-25.74175, 28.19913",-32.92419,27.42365
 Emmanuel Ministry,+27 11 614 0216,"78 Millbourn Road, Bertrams, Johannesburg, Gauteng, 2094","-26.19318, 28.06642",-32.92419,27.42365
 Empilisweni Clinic - Sebokeng,+27 16 593 1332,"7724 Johanna van der Merwe, Sebokeng Zone 7, Sebokeng, Gauteng, 1983","-26.54734, 27.87363",-32.92419,27.42365
 Emthonjeni Awareness Centre,+27 16 591 8990,"856 Hamilton Road, Evaton, Mafatsana, Gauteng, 1984","-26.52589, 27.84384",-32.92419,27.42365
 Emthonjeni Clinic - Gauteng,+27 76 223 7781,"33 Doornkuil Street, Sweet Waters, Walkerville, Gauteng, 1876","-29.59814, 30.29598",-32.92419,27.42365
 Engender Health Mobile Clinic,+27 11 403 4625,"Ground Floor, Left Wing, Jorissen Place, 66 Jorissen Street, Braamfontein, Johannesburg, Gauteng, 2001","-26.19304, 28.03335",-32.92419,27.42365
 Ennerdale Extension 8 Clinic,+27 11 855 1401,"Close to St George Primary School, Corner of Zeolite and Cryolite Streets, Ennerdale, Gauteng, 1830","-26.41703, 27.81581",-32.92419,27.42365
 Ennerdale Extension 9 Clinic,+27 11 855 4053,"Corner of Katz Road and Smith Walk, Ennerdale, Gauteng, 1830","-26.40312, 27.83061",-32.92419,27.42365
 Ennerdale Extension 9 Mobile Clinic,+27 11 855 4053,"Corner of Katz Road and Smith Walk, Ennerdale, Gauteng, 1830","-26.22924, 28.01968",-32.92419,27.42365
 Entokozweni HIV and AIDS Awareness and Support Project,+27 11 930 1454,"269 Legwale Street, Moletsane, Kwaxuma, Gauteng, 1868","-26.25400, 27.85114",-32.92419,27.42365
 Epworth Children's Home,+27 11 827 5734,"47 Ninth Avenue, Lambton, Germiston, Gauteng, 1401","-26.24243, 28.18917",-32.92419,27.42365
 Evaton Main Clinic,+27 16 593 1876,"1459 Adams Road, Evaton, Gauteng, 1984","-26.53406, 27.85026",-32.92419,27.42365
 Extension 7 Clinic,+27 82 300 0216,"Corner of Chris Hani and Oscar Mpetha Streets, Extension 7, Ratanda, Heidelberg, Gauteng, 1441","-33.01166, 27.87480",-32.92419,27.42365
 Families South Africa - East Rand,+27 11 892 4272,"1st Floor, Old Town Hall Building, Corner of Commissioner and Trichardt Streets, Boksburg, Gauteng, 1459","-26.25613, 28.26047",-32.92419,27.42365
" Families South Africa - National Office, Kempton Park",+27 11 975 7106,"15 Pascoe Avenue, Kempton Park, Gauteng, 1619","-26.09689, 28.23111",-32.92419,27.42365
 Families South Africa - Parkwood Family Life Centre,+27 11 788 4784,"1 Cardigan Road, Parkwood, Johannesburg, Gauteng, 2193","-26.15394, 28.02851",-32.92419,27.42365
 Families South Africa - Pretoria,+27 12 460 0733,"218 Lange Street, Brooklyn, Pretoria, Gauteng, 0181","-25.77423, 28.23388",-32.92419,27.42365
 Families South Africa - Sebokeng,+27 16 988 2680,"Mosoeshoe Street, Sebokeng, Gauteng, 1983","-26.57032, 27.83725",-32.92419,27.42365
 Families South Africa - Soweto,+27 11 984 0266,"1 Cardigan Road, Parkwood, Johannesburg, Gauteng, 2193","-26.15247, 28.02775",-32.92419,27.42365
 Families South Africa - Vaal Triangle,+27 16 933 8128,"52 President Boshoff Street, Vanderbijlpark, Gauteng, 1911","-26.70910, 27.84387",-32.92419,27.42365
 Families South Africa - West Rand,+27 11 766 3283,"16 Dieperink Street, Roodepoort, Gauteng, 1724","-26.15921, 27.86678",-32.92419,27.42365
 Far East Rand Hospital,+27 11 812 8300,"Hospital Street, New State Areas, Springs, Gauteng, 1559","-26.23085, 28.39459",-32.92419,27.42365
 Faranani Clinic,+27 12 380 1457,"Pretoria West Hospital, 380 Sytze Wierda Street, Philip Nel Park, Pretoria, Gauteng, 0183","-25.74356, 28.13900",-32.92419,27.42365
 FF Ribeiro Clinic / Sammy Marks Square Municipal Clinic,+27 12 358 8770,"Ground Floor, Sammy Marks Square, Corner of Sisulu and Madiba Streets, Pretoria, Gauteng, 0002","-25.74450, 28.19533",-32.92419,27.42365
 Fill the Gap Ministries,+27 76 742 0701,"Stand 1258, Meadowlands Extension 9, Meadowlands, Gauteng, 1852","-26.20954, 27.88091",-32.92419,27.42365
 Florida Clinic,+27 11 674 4451,"8 Madeline Street, Florida, Gauteng, 1709","-26.17276, 27.91797",-32.92419,27.42365
 Fochville Clinic,+27 18 771 5767,"42 Eighth Street, Fochville, Gauteng, 2515","-26.48701, 27.49482",-32.92419,27.42365
 Folang Clinic,+27 12 358 0274,"175 DF Malan Drive, Pretoria, Gauteng, 0002","-25.74971, 28.17400",-32.92419,27.42365
 Forum for Empowerment of Women,+27 11 403 1906,"87 De Korte Street, Braamfontein, Gauteng, 2001","-26.19378, 28.03612",-32.92419,27.42365
 Forward Community Project,+27 73 593 8758,"Stand 6082, Orange Farm Extension 3, Orange Farm, Gauteng, 1841","-26.45733, 27.85320",-32.92419,27.42365
 Four Steps Home-Based Care,+27 16 593 9256,"10227 Fobe Street, Sebokeng Zone 7b, Sebokeng, Gauteng, 1983","-26.60728, 27.84763",-32.92419,27.42365
 Fourth Avenue Clinic,+27 11 882 8930,"Corner of Fourth Avenue and Hofmeyer Street, Alexandra, Johannesburg, Gauteng, 2090","-26.10951, 28.09159",-32.92419,27.42365
 Frida Hartley Shelter for Women in Distress,+27 11 648 6005,"97 Regent Street, Bellevue, Johannesburg, Gauteng, 2198","-26.17839, 28.07016",-32.92419,27.42365
 Future Families - Eersterus,+27 12 841 3159,"St Joseph Catholic Church, 406 Kawie Avenue, Eersterus, Pretoria, Gauteng, 0022","-25.73666, 28.30657",-32.92419,27.42365
 Future Families - Mamelodi and Mamelodi Far East,+27 12 803 0103,"Gate 1, Ford Care Centre, Simon Vermooten Road, Waltloo, Silverton, Gauteng, 0184","-25.72874, 28.33231",-32.92419,27.42365
 Future Families - National Head Office,+27 12 841 3223,"Building 42B, CSIR, Meiring Naude Road, Lynnwood, Pretoria, Gauteng, 0081","-25.76254, 28.27597",-32.92419,27.42365
 Future Families - Olievenhoutbosch,+27 82 095 0155,"5 Concerto Street, Olievenhoutbosch Extension 4, Olievenhoutbosch, Gauteng, 0187","-25.91247, 28.10491",-32.92419,27.42365
 Future Families - Sunnyside,+27 12 320 6838,"Kutlwanong Democracy Centre, 357 Visagie Street, Sunnyside, Pretoria, Gauteng, 0002","-25.73890, 28.19263",-32.92419,27.42365
 Ga-Rankuwa View Clinic,+27 12 700 8957,"819 Kgaka Road, Ga-Rankuwa View, Gauteng, 0208","-25.54810, 27.98170",-32.92419,27.42365
 Ga-Rankuwa Young Adults against HIV and AIDS,+27 83 353 6327,"Stand 2608, Ga-Rankuwa Zone 2, Ga-Rankuwa, Gauteng, 0208","-25.57083, 28.02954",-32.92419,27.42365
 Garankuwa View Clinic,+27 12 700 8957,"819 Kgaka Street, Ga-Rankuwa View, Gauteng, 0208","-25.54827, 27.98206",-32.92419,27.42365
 Gauteng Children's Right Committee,+27 11 484 1928,"Room 326, TMI Clinics, 10 Joubert Street, Braamfontein, Johannesburg, Gauteng, 2001","-26.19504, 28.04178",-32.92419,27.42365
 Gazankulu Clinic,+27 12 375 7392,"Corner of Makhaza and Mphalane Streets, Saulsville, Pretoria, Gauteng, 0125","-25.78280, 28.05686",-32.92419,27.42365
 Gemsbokspruit Clinic,+27 13 945 8105,"Gemsbokspruit Village, Tweefontein, KwaMhlanga, Gauteng, 1022","-25.88999, 28.68934",-32.92419,27.42365
 Girl Guides Association of South Africa - Johannesburg,+27 11 795 3767,"374 Boundary Road, Honeydew, Johannesburg, Gauteng, 2170","-26.17989, 28.04922",-32.92419,27.42365
 Glenanda Clinic,+27 11 432 3546,"Corner of Vorster and Surmon Avenues, Glenanda, Johannesburg, Gauteng, 2091","-26.22993, 27.99371",-32.92419,27.42365
 Glenhavie Clinic,+27 11 751 1178,"97 Baineskloof Street, Westonaria, Gauteng, 2193","-26.39045, 27.61654",-32.92419,27.42365
 Green Village Porta Cabin Clinic,+27 11 931 2924,"2711 Nice Street. Greenvillage, Dobsonville, Gauteng, 1863","-26.23770, 27.80540",-32.92419,27.42365
 Greenfields Clinic,+27 11 999 2785,"Corner of Weeping Wattle and Wild Plum Roads, Greenfield, Gauteng, 1458","-26.39409, 28.12573",-32.92419,27.42365
 Greenspark Home-Based Care,+27 18 771 3121,"Greenspark Location, 5 Walk Street, Fochville, Gauteng, 2515","-26.49383, 27.51495",-32.92419,27.42365
 Greenvillage Clinic,+27 11 931 2924,"2711 Nice Street, Greenvillage, Dobsonville, Gauteng, 1863","-26.22336, 27.84873",-32.92419,27.42365
 Gugulethu Home-Based Care,+27 72 141 6645,"77 Institute Street, Germiston, Gauteng, 1401","-26.21265, 28.17464",-32.92419,27.42365
 Guild Cottage,+27 11 726 1268,"7 Guild Road, Parktown West, Johannesburg, Gauteng, 2193","-26.18077, 28.01834",-32.92419,27.42365
 Halfway House Clinic,+27 11 805 3112,"18-19 Market Street, Midrand, Gauteng, 1682","-25.99916, 28.12824",-32.92419,27.42365
 Hanyani Clinic,+27 11 984 2052,"1753 Rihlamphu Street, Tshiawelo, Gauteng, 1818","-26.27983, 27.86661",-32.92419,27.42365
 Health Ethembeni Love People Centre - Hillbrow,+27 11 720 2288,"Situated within Hillbrow Community Health Centre, Corner of Smit and Klein Streets, Hillbrow, Johannesburg, Gauteng, 2001","-26.16263, 28.03338",-32.92419,27.42365
" Heartbeat - National Head Office, Pretoria",+27 87 150 1685,"Unit 1A-2A, Metropolitan Life Building, 1064 Arcadia Street, Pretoria, Gauteng, 0083","-25.74685, 28.24699",-32.92419,27.42365
 Hearts of Hope - Johannesburg,+27 11 463 4109,"81 Bessemer Street, Sandton, Gauteng, 2196","-26.08585, 28.08411",-32.92419,27.42365
 Heidelberg Hospital,+27 16 341 1100,"Corner of HF Verwoerd and Hospital Streets, Bergsig, Heidelberg, Gauteng, 1441","-26.50364, 28.35131",-32.92419,27.42365
 Heidelberg/Ueckermann Clinic,+27 16 341 7394,"50 Ueckermann Street, Heidelberg, Gauteng, 1441","-26.49955, 28.35593",-32.92419,27.42365
 Helderkruin Clinic,+27 11 764 5403,"Pheasant Street, Helderkruin, Roodepoort, Gauteng, 1724","-26.13816, 27.86855",-32.92419,27.42365
 Helen Joseph Hospital,+27 11 489 1011,"1 Perth Road, Auckland Park, Johannesburg, Gauteng, 2092","-26.18542, 27.98937",-32.92419,27.42365
 Helping Hands Home-Based Care - Tembisa,+27 73 395 0614,"Esangweni Section, 168 Mini Road, Tembisa, Kempton Park, Gauteng, 1632","-26.25862, 28.24865",-32.92419,27.42365
 Higher Education South Africa HIV and AIDS Programme,+27 12 484 1134,"Level 1, Building 3, UNISA Sunnyside Campus, Corner of Rissik and Steve Biko Streets, Sunnyside, Pretoria, Gauteng, 0002","-25.75649, 28.20192",-32.92419,27.42365
 Hikhensile Clinic,+27 11 204 0748,"Stand 8786, Ivory Park Extension 3, Midrand, Gauteng, 1689","-25.99271, 28.20410",-32.92419,27.42365
 Hillbrow Community Health Centre,+27 11 694 3700,"Corner of Smit and Klein Streets, Hillbrow, Johannesburg, Gauteng, 2001","-26.19324, 28.04478",-32.92419,27.42365
 HIV and AIDS Awareness Project and Youth Development,+27 11 930 1515,"1432 Buthelezi Street, Jabulani, Kwaxuma, Gauteng, 1868","-26.36527, 28.37102",-32.92419,27.42365
 Hlamalani Drop-In Centre (CHBC),+27 83 598 2240,"Stand 18648, Sebokeng Zone 14, Sebokeng, Gauteng, 1983","-26.58764, 27.83519",-32.92419,27.42365
 Holani Clinic,+27 12 812 5026,"19600 Tlou Street, Mamelodi East, Mamelodi, Gauteng, 0122","-25.70373, 28.37569",-32.92419,27.42365
 Holy Cross Home,+27 12 379 6061,"885 Moshesch Street, Suiderberg, Pretoria, Gauteng, 0082","-25.70238, 28.14328",-32.92419,27.42365
 Hope for Life,+27 73 443 1774,"Block D, Municipal Offices, Corner of Komane and Mngadi Streets, Atteridgeville Extension 2, Atteridgeville, Gauteng, 0008","-25.76997, 28.07450",-32.92419,27.42365
 Human AIDS Support Service Organisation,+27 73 479 1567,"Stand 639, Ga-Rankuwa Zone 21, Ga-Rankuwa, Gauteng, 0208","-25.57083, 28.02954",-32.92419,27.42365
 Humana People to People South Africa - Saxonwold,+27 11 664 7261,"18 Ontdekkers Road, Witkoppen, Gauteng, 2191","-26.01100, 28.00500",-32.92419,27.42365
 Ikageng Community Health Centre,+27 76 801 1213,"Stand 40, Block I, Beirut, Mabopane, Gauteng, 0190","-25.50210, 28.06498",-32.92419,27.42365
 Ikageng Women's Club,+27 16 985 3961,"8340 Zwane Street, Sharpeville, Vereeniging, Gauteng, 1928","-26.69084, 27.87953",-32.92419,27.42365
 Ikgothatseng Ka Bophela,+27 11 860 6045,"602 Nkhahle Street, Monise Section, Kwenzekile, Gauteng, 1434","-26.35571, 28.15665",-32.92419,27.42365
 Ikhaya Labantwana Bebambisene Organisation,+27 11 056 5442,"4148 Letona Street, Boksburg, Gauteng, 1459","-26.29366, 28.26606",-32.92419,27.42365
 Ikhaya Lethemba - Braamfontein,+27 11 242 3000,"2nd Floor, Ikhaya Lethemba Building, 176 Smit Street, Braamfontein, Johannesburg, Gauteng, 2001","-26.19738, 28.02089",-32.92419,27.42365
 Ikusasalethu,+27 83 356 0838,"6554 Jan de Necker Road, Extension 16, Devland, Gauteng, 1811","-26.28493, 27.94478",-32.92419,27.42365
 Imbalenhle Clinic,+27 11 850 0094,"Drieziek Extension 9, Orange Farm, Gauteng, 1841","-26.47098, 27.83982",-32.92419,27.42365
 Imisebeyelanga Services,+27 12 546 8163,"368 Jack Hindon Street, Pretoria North, Pretoria, Gauteng, 0182","-25.68365, 28.16704",-32.92419,27.42365
 Impumelelo Art Production,+27 73 070 2684,"239 Ramakgopa Street, Saulsville, Pretoria, Gauteng, 0125","-25.77727, 28.05956",-32.92419,27.42365
 Indawo Yosizo - Centre of Help,+27 16 341 3338,"46 Smith Street, Heidelberg, Gauteng, 1441","-26.51061, 28.35741",-32.92419,27.42365
 India Cares,+27 11 410 9662,"37 Amanda Street, Amandasig, Karenpark, Gauteng, 0182","-26.07802, 27.94771",-32.92419,27.42365
 Inkanyezi Home-Based Care,+27 73 545 7524,"929 Nkwana Street, Zola 3, Jabulani, Kwaxuma, Gauteng, 1868","-28.73783, 31.87959",-32.92419,27.42365
 Inqaba Yokulinda Youth Organisation,+27 11 941 2015,"Diepkloof Welfare Centre, 13141 Martinus Smuts Avenue, Diepkloof, Gauteng, 1864","-26.25016, 27.95406",-32.92419,27.42365
 Iranti Organisation - Johannesburg,+27 11 339 1476,"87 De Korte Street, Braamfontein, Gauteng, 2001","-26.19382, 28.03479",-32.92419,27.42365
 Isidingo Need Home-Based Care,+27 72 588 4950,"9 Smith Street, Dunnottar, Nigel, Gauteng, 1496","-26.34659, 28.42695",-32.92419,27.42365
 Isolomphakathi People with Disabilities,+27 78 215 4950,"20026 Soteleka Crescent, Daveyton, Benoni, Gauteng, 1520","-26.16321, 28.39757",-32.92419,27.42365
 Ithemba Centre for Orphans and Vulnerable Children,+27 11 987 6767,"445 Protea Street, Protea Glen, Johannesburg, Gauteng, 1819","-26.37159, 27.62873",-32.92419,27.42365
 Ithemba Lethu Project,+27 72 342 3969,"Stand 6665, Lakeside, Orange Farm Extension 2, Orange Farm, Gauteng, 1841","-26.45733, 27.85320",-32.92419,27.42365
 iThemba Rape and Trauma Support Centre,+27 11 422 4107,"209 Elston Avenue, Benoni, Gauteng, 1501","-26.19032, 28.30975",-32.92419,27.42365
 Ithemba Rape and Trauma Support Centre,+27 11 421 5278,"209 Elston Avenue, Benoni, Gauteng, 1501","-26.19032, 28.30975",-32.92419,27.42365
 Ithembalethu Clinic,+27 16 428 7186,"Situated within Kopanong Hospital, 2 Casino Road, Duncanville, Vereeniging, Gauteng, 1939","-26.09704, 28.16488",-32.92419,27.42365
 Itireleng Community Health Centre,+27 11 989 0304,"5 and 6  Elias Motsoaledi Road, Dobsonville, Gauteng, 1863","-26.22368, 27.87264",-32.92419,27.42365
 Izwelethu Advice Centre,+27 71 447 3302,"4164 Extension 3, Elephant Street, Vlakfontein, Lenasia, Gauteng, 1829","-26.32124, 27.82414",-32.92419,27.42365
 Jabavu Clinic,+27 11 984 4014,"2123 Tumahole Street, Jabulani, Kwaxuma, Gauteng, 1868","-26.25300, 27.87114",-32.92419,27.42365
 Jabavu Tholimpo Care,+27 72 023 3248,"1199A Bata Drive, White City, Pimville, Gauteng, 1809","-26.25733, 27.87801",-32.92419,27.42365
 Jabulane Dumane Clinic,+27 11 999 1389,"257 Nguza Road, Vosloorus Extension 14, Rusloo, Gauteng, 1475","-26.35374, 28.22899",-32.92419,27.42365
 Jakaranda Children's Home,+27 12 800 4700,"Talitha Kumi Road, Lynn East, Pretoria, Gauteng, 0186","-25.69634, 28.28880",-32.92419,27.42365
 Jameson Park Clinic,+27 16 814 9373,"Dorbie Avenue, Jameson, Nigel, Gauteng, 1492","-26.45111, 28.41721",-32.92419,27.42365
 Jantho Health Campaign,+27 83 689 4973,"396 Flagfontien Street, Ormonde, Johannesburg, Gauteng, 2091","-26.24809, 27.98189",-32.92419,27.42365
 Jeppe Clinic,+27 11 614 1474,"34 Ford Street, Jeppestown, Johannesburg, Gauteng, 2094","-26.20440, 28.06728",-32.92419,27.42365
 Johan Deo Clinic,+27 16 989 9900,"1098 Polokong Street, Sebokeng, Gauteng, 1983","-26.60141, 27.80894",-32.92419,27.42365
 Johan Heyns Community Health Centre,+27 16 950 6000,"Corner of Frikkie Meyer Street and Pasteur Boulevard, Vanderbijlpark, Gauteng, 1401","-26.19461, 27.83411",-32.92419,27.42365
" Johannesburg Child Welfare - Masibambisane Day-Care Centre for Orphans and Vulnerable Children, Eldoradopark",+27 11 342 2935,"35 Ametis Street, Eldoradopark, Gauteng, 1811","-26.29257, 27.89186",-32.92419,27.42365
 Johannesburg Child Welfare - National Head Office,+27 11 298 8500,"1st Floor, Edura House, 41 Fox Street, Marshalltown, Johannesburg, Gauteng, 2001","-26.20260, 28.07240",-32.92419,27.42365
 Johannesburg Child Welfare - Othandweni Family Care Centre - Soweto,+27 11 984 4117,"739 Elias Motswalede Road, Mofolo South, Dube, Johannesburg, Gauteng, 1801","-26.26196, 27.88491",-32.92419,27.42365
 Johannesburg Child Welfare - Princess Alice Adoption Home,+27 11 646 5641,"36B Pellinghurst Road, Westcliffe, Johannesburg, Gauteng, 2193","-26.17159, 28.02949",-32.92419,27.42365
 Johannesburg Child Welfare - Siyabonga Drop-In Centre,+27 11 850 1005,"Stand 15954, Stretford, Orange Farm, Gauteng, 1841","-26.50084, 27.86551",-32.92419,27.42365
 Johannesburg Children's Home,+27 11 023 6870,"59 Urania Street, Observatory, Johannesburg, Gauteng, 2198","-26.18254, 28.07973",-32.92419,27.42365
 Johannesburg Society for the Blind,+27 11 045 0441,"159 North Road, Roseacre, Johannesburg, Gauteng, 2194","-26.23947, 28.07454",-32.92419,27.42365
 Joubert Park Municipal Clinic,+27 11 725 4728,"Between Claim and Twist Streets, Johannesburg, Gauteng, 2001","-26.19461, 28.04825",-32.92419,27.42365
 Jubilee Gateway Clinic,+27 12 717 9348,"Situated within Jubilee Hospital, Jubilee Road, Hammanskraal, Gauteng, 0407","-25.40243, 28.26510",-32.92419,27.42365
 Jubilee Hospital,+27 12 717 9300,"92 Jubilee Road, Temba, Gauteng, 0407","-25.40240, 28.26513",-32.92419,27.42365
 Jubilee Hospital Wellness and ART Clinic,+27 12 717 9300,"92 Jubilee Road, Hammanskraal, Gauteng, 0407","-25.37572, 28.25546",-32.92419,27.42365
 Kalafong Family Medicine Clinic,+27 12 318 6814,"Situated within Kalafong Hospital, Klipspringer Street, Atteridgeville, Pretoria, Gauteng, 0008","-25.76290, 28.08959",-32.92419,27.42365
 Kalafong Hospital,+27 12 318 6400,"Klipspringer Street, Atteridgeville, Pretoria, Gauteng, 0008","-25.76277, 28.08948",-32.92419,27.42365
 Kanan Community Development Project,+27 73 439 4397,"283 Fourth Avenue, Ennerdale, Gauteng, 1830","-26.43096, 27.86623",-32.92419,27.42365
 Kanana Clinic,+27 13 935 7908,"Next to Wozanibone School, Plot 36, Bronkhorstspruit, Gauteng, 1020","-25.77585, 28.60833",-32.92419,27.42365
 Kapanano Home-Based Care,+27 82 257 0117,"28 Mountain View, Bronkhorstspruit, Gauteng, 1020","-25.70640, 28.16704",-32.92419,27.42365
 Karen Park Clinic,+27 12 358 9105,"Corner of Heinrich Road and First Avenue, Karenpark, Pretoria, Gauteng, 0182","-25.67400, 28.10845",-32.92419,27.42365
 Kekana Gardens Clinic,+27 12 711 5500,"Stand 1161, Alexandra Section, Hammanskraal, Gauteng, 0407","-25.37145, 28.30754",-32.92419,27.42365
 Kekanastad Clinic,+27 12 710 0016,"Stand 4373, Majaneng, Hammanskraal, Gauteng, 0402","-25.35861, 28.24556",-32.92419,27.42365
 Kempton Park Assembly of God,+27 11 393 1332,"Corner of Maraboe and Grasuil Streets, Birch Acres, Kempton Park, Gauteng, 1618","-26.08239, 28.24549",-32.92419,27.42365
 Kemston Clinic,+27 11 999 6696,"98 Kemston Avenue, Benoni, Gauteng, 1501","-26.18499, 28.32085",-32.92419,27.42365
 Kgabo Community Health Centre,+27 71 679 0008,"8616 Bushveld Road, Winterveld, Mabopane, Gauteng, 0198","-25.47034, 28.05896",-32.92419,27.42365
 Kgahliso Children's Home,+27 73 406 8962,"Stand 2058, Extension 3, Bophelong Extension 3, Vanderbijlpark, Gauteng, 1911","-34.19326, 22.13565",-32.92419,27.42365
 Kganya Place of Safety and Children's Home,+27 76 281 5898,"33265 Nyoni Street, Mamelodi East Extension 17, Mamelodi, Gauteng, 0122","-25.69638, 28.41145",-32.92419,27.42365
 Kgomo Home-Based Care,+27 83 360 2226,"Stand 126, Lefiso Block, Malope Section, Kgomo Kgomo, Temba, Gauteng, 0444","-25.31559, 27.75995",-32.92419,27.42365
 Khanya Family Centre,+27 11 905 0915,"Stand 504, Katlehong Resource Centre, Ramokonopi East, Kwenzekile, Gauteng, 1434","-26.36050, 28.16427",-32.92419,27.42365
 Khomodimathe,+27 78 682 5142,"Stand 1476, Soshanguve Block H, Soshanguve, Gauteng, 0152","-25.52008, 28.10906",-32.92419,27.42365
" Khulisa Social Solutions - Ekangala Satellite Office, Gauteng",+27 12 930 0707,"Zwane Complex, 666 Section D, Zwane, Ekangala, Gauteng, 1021","-25.69968, 28.75203",-32.92419,27.42365
" Khulisa Social Solutions - Hammanskraal Satellite Office, Gauteng",+27 12 719 9352,"Stand 14, Office Block 3, NWDC Building, Corner of First and Second Avenues, Babelegi, Hammanskraal, Gauteng, 0407","-25.40750, 28.28555",-32.92419,27.42365
" Khulisa Social Solutions - Rosebank, Gauteng",+27 11 788 8237,"7th Floor, The Mall Offices, 11 Cradock Avenue, Rosebank, Johannesburg, Gauteng, 2196","-26.14306, 28.04167",-32.92419,27.42365
" Khulisa Social Solutions - Westbury, Gauteng",+27 83 411 1167,"Westbury Hostel Extension 72, Corner Du Plessis and MacMillan Streets, Westbury, Johannesburg, Gauteng, 2093","-26.18142, 27.97494",-32.92419,27.42365
 Khutsong South Clinic,+27 18 783 5359,"1 Sompane Road, Khutsong South Extension 4, Gauteng, 2499","-26.32333, 27.32796",-32.92419,27.42365
 Kibler Park Clinic,+27 11 943 2002,"Kenneth Gardens Road, Kibler Park, Johannesburg, Gauteng, 2091","-26.31928, 28.00872",-32.92419,27.42365
 Kidz Clinic - Alexandra,+27 11 321 7615,"New Alexandra Police Station, 69 Fifteenth Avenue, Alexandra, Johannesburg, Gauteng, 2090","-26.10691, 28.10242",-32.92419,27.42365
 Kidz Clinic - Boksburg,+27 11 892 0404,"99 Market Street, Boksburg, Gauteng, 1459","-26.22282, 28.24464",-32.92419,27.42365
 Klipspruit West Clinic,+27 11 947 1369,"Corner of Daisy and Calendula Streets, Klipspruit, Pimville, Gauteng, 1809","-26.28952, 27.88117",-32.92419,27.42365
 Klipspruit West Family Centre,+27 11 947 2911,"28 San Sebastian Street, Klipspruit West Extension 1, Eldoradopark, Gauteng, 1811","-26.29183, 27.87630",-32.92419,27.42365
 Kliptown Clinic,+27 11 945 2216,"21 Ascot Road, Kliptown, Eldoradopark, Gauteng, 1811","-26.69624, 27.87645",-32.92419,27.42365
