name,telephone,adress,gps,lattitude,longitude
 RFF Clinic,+27 21 874 1112,"1 Jakaranda Avenue, Groot-Drakenstein, Stellenbosch, Western Cape, 7600","-33.90685, 19.03365",-32.92419,27.42365
 Riversdale Clinic,+27 28 713 8600,"Hospital Street, Riversdale, Western Cape, 6670","-34.09389, 21.25361",-32.92419,27.42365
 Riversdale Hospital,+27 28 713 2445,"Hospital Street, Riversdale, Western Cape, 6670","-34.09361, 21.25472",-32.92419,27.42365
 Robertson Hospital,+27 23 626 8500,"Van Oudtshoorn Street, Robertson, Western Cape, 6705","-33.80180, 19.89060",-32.92419,27.42365
 Rosemoor Clinic,+27 44 875 0469,"Canary Street, Rosemoor, George, Western Cape, 6529","-33.82140, 18.72030",-32.92419,27.42365
 Saldanha Clinic,+27 22 714 4669,"Saldanha Road, Saldanha, Western Cape, 7395","-33.87054, 18.66150",-32.92419,27.42365
 Sandy Point Clinic,+27 22 736 1026,"Municipal Office, Main Road, St Helena Bay, Vredenburg, Western Cape, 7390","-32.76280, 18.02824",-32.92419,27.42365
 Sedgefield Mobile Clinic,+27 44 343 1117,"Pelican Lane, Sedgefield, Western Cape, 6573","-34.01970, 22.80843",-32.92419,27.42365
 Sex Workers Education and Advocacy Taskforce - Cape Town,+27 21 448 7875,"19 Anson Street, Observatory, Cape Town, Western Cape, 7935","-33.93819, 18.46936",-32.92419,27.42365
 Shammah Ministries,+27 21 953 0128,"Shammah Ministries Church, 20 Organ Street, Belhar, Cape Town, Western Cape, 7493","-34.09659, 18.83570",-32.92419,27.42365
 Shekinah Glory Ministries,+27 21 393 1325,"20 Dageraad Road, Strandfontein, Mitchells Plain, Western Cape, 7798","-34.07044, 18.55526",-32.92419,27.42365
 Simelela Rape Clinic,+27 21 361 0543,"Lwandle Road, Khayelitsha Site B, Khayelitsha, Western Cape, 7784","-34.02892, 18.66633",-32.92419,27.42365
 Sisters Incorporated,+27 21 797 4190,"PO Box 2330, Clareinch, Claremont, Western Cape, 7740","-33.98257, 18.47147",-32.92419,27.42365
 Site C Youth Centre,+27 21 387 1200,"Situated within Nolungile Community Health Centre, Solomon Tshuku Street, Khayelitsha Site C, Khayeliltsha, Western Cape, 7784","-34.01495, 18.64990",-32.92419,27.42365
 Sizakuyenza Centre and Shelter,+27 21 374 0800,"Corner of New Eisleben and Mpumelelo Roads, Philippi, Ottery, Western Cape, 7750","-27.54689, 28.51890",-32.92419,27.42365
 Sobambisana Community Development Programme,+27 81 550 9377,"5 Old Klipfontein Road, Cross Roads, Gugulethu, Western Cape, 7750","-33.96110, 18.50674",-32.92419,27.42365
" South African Police Service Family Violence, Child Protection and Sexual Offences Unit - Athlone",+27 21 376 9850,"1 Alpha Avenue, Mitchells Plain, Cape Town, Western Cape, 7785","-33.91821, 18.42982",-32.92419,27.42365
" South African Police Service Family Violence, Child Protection and Sexual Offences Unit - George",+27 44 803 4616,"Plantation Road, George, Western Cape, 6529","-33.94721, 22.45197",-32.92419,27.42365
" South African Police Service Family Violence, Child Protection and Sexual Offences Unit - Oudtshoorn",+27 44 272 6486,"Corner of Silver and Jacobson Streets, Oudtshoorn, Western Cape, 6625","-33.59800, 22.21214",-32.92419,27.42365
" South African Police Service Family Violence, Child Protection and Sexual Offences Unit - Steenberg",+27 21 799 1315,"5 Church Street, Wynberg, Cape Town, Western Cape, 7800","-34.00419, 18.46820",-32.92419,27.42365
" South African Police Service Family Violence, Child Protection and Sexual Offences Unit - Vredendal",+27 27 201 3200,"1 Rivier Street, Vredendal, Western Cape, 8160","-31.66136, 18.51012",-32.92419,27.42365
" South African Police Service Family Violence, Child Protection and Sexual Offences Unit - Worcester",+27 23 348 6100,"112 High Street, Worcester, Western Cape, 6850","-34.04224, 22.99855",-32.92419,27.42365
 St Anne's Home and Shelter,+27 21 448 8513,"48 Balfour Street, Woodstock, Cape Town, Western Cape, 7925","-33.93454, 18.45168",-32.92419,27.42365
 St John Ambulance Foundation - Cape Town Centre,+27 21 461 8420,"St John Gate, 183 Sir Lowry Road, Woodstock, Western Cape, 7925","-33.92800, 18.44258",-32.92419,27.42365
 St Michael’s Child and Youth Care Center,+27 21 797 4186,"5 Hemyock Road, Plumstead, Cape Town, Western Cape, 7800","-34.01667, 18.46905",-32.92419,27.42365
 Standard Mobile Clinic,+27 78 605 4652,"Corner of Bezuidenhout and Dreyers Streets, Stanford, Western Cape, 7210","-33.29016, 27.47264",-32.92419,27.42365
 Stanford Clinic,+27 28 341 0933,"Daneel Street, Stanford, Hermanus, Western Cape, 7210","-34.08426, 20.95835",-32.92419,27.42365
 Strand Miracle Kidz Place of Safety and Soup Kitchen,+27 72 761 9301,"53 Soetvlei Avenue, Constantia Hill Estate, Constantia, Western Cape, 7806","-34.04977, 18.44144",-32.92419,27.42365
 Struis Bay Clinic,+27 28 435 7548,"Duining Street, Struis Bay, Bredasdorp, Western Cape, 7285","-34.80517, 20.04654",-32.92419,27.42365
 Swartland Hospital,+27 22 487 9203,"PG Nelson Street, Malmesbury, Western Cape, 7300","-33.45471, 18.72369",-32.92419,27.42365
 Swellendam Hospital,+27 28 514 1142,"18 Drostdy Street, Swellendam, Western Cape, 6740","-34.02412, 20.44818",-32.92419,27.42365
 Swellendam Mobile Clinic,+27 28 514 8540,"18 Drostdy Street, Swellendam, Western Cape, 6740","-34.02412, 20.44818",-32.92419,27.42365
 TB/HIV Care Association - Cape Town,+27 21 425 0050,"25 St George's Mall, 8th Floor, ABSA House, Thibault Square, Long Street, Cape Town, Western Cape, 8001","-33.91869, 18.42336",-32.92419,27.42365
 TB/HIV Care Association - Hout Bay,+27 21 790 7709,"Shop 4, Pam Arlene Place, Main Road, Hout Bay, Cape Town, Western Cape, 7806","-34.03803, 18.35794",-32.92419,27.42365
 TB/HIV Care Association - Khayelitsha,+27 21 425 0050,"30 Msombomvu Drive, Ilitha Park, Khayelitsha, Western Cape, 7784","-34.04661, 18.66320",-32.92419,27.42365
 TB/HIV Care Association - Malmesbury,+27 22 486 5057,"5 Acacia Avenue, Malmesbury, Western Cape, 7300","-33.58018, 18.50051",-32.92419,27.42365
 TB/HIV Care Association - Vredenburg,+27 22 719 1221,"25 Plein Street, Vredenburg, Western Cape, 7380","-32.91710, 18.00989",-32.92419,27.42365
 TB/HIV Care Association - Wynberg,+27 21 762 8419,"1st Floor, 155 Grand Central, Main Road, Wynberg, Cape Town, Western Cape, 7800","-33.94857, 18.47128",-32.92419,27.42365
 Tehillah Community Collaborative,+27 21 931 9073,"196 Sixteenth Avenue, Leonsdale, Elsies River, Western Cape, 7490","-33.92075, 18.57690",-32.92419,27.42365
 Testimony Dienste,+27 78 392 8644,"16 Edinburgh Place, Atlantis, Dassenberg, Western Cape, 7349","-33.55977, 18.49510",-32.92419,27.42365
 The Ark City of Refuge,+27 21 843 3927,"5 Old National Road, Faure, Somerset West, Western Cape, 7131","-34.03612, 18.75798",-32.92419,27.42365
 The Deaf Community of Cape Town,+27 21 712 7904,"12 Gordon Road, Heathfield, Retreat, Western Cape, 7945","-34.04715, 18.46779",-32.92419,27.42365
 The Holy Cross Child and Youth Care Centre,+27 21 934 6435,"Corner of De la Rey Street and Modderdam Road, Parow Valley, Parow, Western Cape, 7500","-33.93224, 18.60271",-32.92419,27.42365
 The League of Friends of the Blind,+27 21 705 3753,"94 Klip Road, Grassy Park, Cape Town, Western Cape, 7941","-34.04569, 18.48753",-32.92419,27.42365
 The Saartjie Baartman Centre for Women and Children,+27 21 633 5287,"Klipfontein Road, Manenberg, Gatesville, Western Cape, 7764","-33.96863, 18.53425",-32.92419,27.42365
 The Salvation Army - Carehaven Family Centre,+27 21 638 5511,"PO Box 38166, Gatesville, Cape Town, Western Cape, 7766","-33.97256, 18.53634",-32.92419,27.42365
 The Somerset West Night Shelter,+27 21 851 4984,"71 Church Street, Somerset West, Western Cape, 7130","-34.08654, 18.84756",-32.92419,27.42365
 The Trauma Centre,+27 21 465 7373,"Cowley House, 126 Chapel Street, Woodstock, Cape Town, Western Cape,7925","-33.92915, 18.44075",-32.92419,27.42365
 The Valleys and Mountains Development Foundation,+27 23 616 2724,"Corner of Almera Avenue and New Cross Street, Bonnievale, Western Cape, 6730","-33.93257, 20.07255",-32.92419,27.42365
" Thuthuzela Care Centre - George Provincial Hospital, George",+27 44 873 4858,"George Provincial Hospital, Corner of Davidson and Langenhoven Streets, Glenbarrie, George, Western Cape, 6529","-33.95175, 22.44961",-32.92419,27.42365
" Thuthuzela Care Centre - GF Jooste Hospital, Manenberg",+27 21 699 0474,"GF Jooste Hospital, Duinefontein Road, Manenberg, Gatesville, Western Cape, 7764","-33.98461, 18.55817",-32.92419,27.42365
" Thuthuzela Care Centre - Karl Bremer Hospital, Bellville",+27 21 948 0861,"Karl Bremer Hospital, Corner of Mike Pienaar Boulevard and Frans Conradie Avenue, Bellville South, Bellville, Cape Town, Western Cape, 7530","-33.89183, 18.60803",-32.92419,27.42365
" Thuthuzela Care Centre - Khayelitsha District Hospital, Khayelitsha",+27 21 360 4570,"Khayelitsha District Hospital, Khayelitsha Community Health Centre, Corner of Walter Sisulu and Steve Biko Roads, Khayelitsha, Cape Town, Western Cape, 7784","-34.05058, 18.67478",-32.92419,27.42365
" Thuthuzela Care Centre - Wesfleur Hospital, Wesfleur",+27 21 010 0421,"Wesfleur Hospital, Wesfleur Circle, Atlantis, Dassenberg, Western Cape, 7349","-33.56472, 18.49525",-32.92419,27.42365
" Thuthuzela Care Centre - Worcester Hospital, Worcester",+27 23 348 1294,"Worcester Hospital, Murray Street, Worcester, Western Cape, 6850","-33.64453, 19.45828",-32.92419,27.42365
 Tongues of Fire Assembly of God,+27 21 712 4284,"16 Victoria Road, Retreat, Cape Town, Western Cape, 7945","-34.05520, 18.47703",-32.92419,27.42365
 Town 2 Clinic,+27 21 360 4000,"Corner of Landsdown and Basel Zondi Streets, Khayelitsha, Cape Town, Western Cape, 7784","-34.04006, 18.68357",-32.92419,27.42365
 Trauma Clinic,+27 21 762 7377,"7 Summerley Road, Kenilworth, Cape Town, Western Cape, 7708","-33.99571, 18.47060",-32.92419,27.42365
 Triangle Project,+27 21 422 0255,"2nd Floor, Leadership House, Corner of Burg and Shortmarket Streets, Greenmarket Square, Cape Town, Western Cape, 8001","-33.92247, 18.42028",-32.92419,27.42365
 Tulbagh Mobile Clinic,+27 23 230 8020,"Steindal Road, Tulbagh, Western Cape, 6820","-33.28494, 19.14632",-32.92419,27.42365
 Uniondale Hospital,+27 44 752 1068,"1 Hospital Street, Uniondale, Western Cape, 6460","-33.65931, 23.12566",-32.92419,27.42365
 Uniondale Mobile Clinic,+27 79 501 3240,"Long Street, Uniondale, Western Cape, 6460","-34.22374, 19.46409",-32.92419,27.42365
 University of Cape Town School of Public Health and Family Medicine - Medical Campus,+27 21 406 6306,"School of Public Health and Family Medicine, Falmouth Building, Medical Campus, University of Cape Town, Observatory, Cape Town, Western Cape, 7925","-33.93616, 18.47746",-32.92419,27.42365
 University of Stellenbosch Division of Medical Virology - Parow,+27 21 938 9354,"Room 8080, Faculty of Health Science, University of Stellenbosch, Francie van Zijl Avenue, Parow, Cape Town, Western Cape, 7500","-33.91592, 18.60912",-32.92419,27.42365
 University of the Western Cape Campus Clinic - Bellville Campus,+27 21 959 2876,"1st Floor, Community Health Sciences Building, Modderdam Road, Bellville, Western Cape, 7530","-33.91393, 18.63333",-32.92419,27.42365
 Vanguard Community Health Centre,+27 21 694 5540,"Corner of Candlewood and Citrus Streets, Bontheuwel, Vanguard Estate, Western Cape, 7764","-33.94802, 18.54352",-32.92419,27.42365
 Victoria Hospital,+27 21 799 1111,"Alphen Hill Road, Wynberg, Cape Town, Western Cape, 7800","-34.01200, 18.45972",-32.92419,27.42365
 Villiersdorp Mobile 1 Clinic,+27 28 840 1460,"1A Protea Street, Villiersdorp, Western Cape, 6848","-33.99318, 19.28629",-32.92419,27.42365
 Vredendal Hospital,+27 27 213 2039,"Hospital Street, Vredendal, Western Cape, 8160","-31.67422, 18.50127",-32.92419,27.42365
 Vredendal North Clinic,+27 27 213 5063,"Hoorskool Weg, Vredendal North, Vredendal, Western Cape, 8160","-31.65697, 18.51354",-32.92419,27.42365
 Wellington Mobile Clinic,+27 21 864 1182,"Hermon Road, Wellington, Western Cape, 7655","-33.38209, 18.90071",-32.92419,27.42365
 Wesfleur Hospital,+27 21 572 3071,"Wesfleur Circle, Atlantis, Dassenberg, Western Cape, 7349","-33.56472, 18.49525",-32.92419,27.42365
 Western Cape Provincial Library Service,+27 21 483 2234,"Corner of Hospital and Chiappini Streets, Cape Town, Western Cape, 8001","-34.00393, 18.45465",-32.92419,27.42365
 Woodside Special Care Centre,+27 21 696 2811,"29 Lawson Road, Rondebosch East, Lansdowne, Western Cape, 7780","-33.98077, 18.49630",-32.92419,27.42365
 Wupperthal Mobile Clinic,+27 27 492 3010,"Skool Street, Wuppertal, Clanwilliam, Western Cape, 8138","-32.17905, 18.88782",-32.92419,27.42365
 Wynberg Clinic,+27 21 797 5190,"Lower Maynard Road, Wynberg, Cape Town, Western Cape, 7800","-34.00482, 18.46827",-32.92419,27.42365
 Yabonga Children's Project,+27 21 761 2940,"2 Main Road, Wynberg, Cape Town, Western Cape, 7800","-34.00259, 18.46915",-32.92419,27.42365
 Zonwabele LGBTI Organisation,+27 79 282 5248,"1695 Celiwe Street, Silver Town, Mbekweni, Western Cape, 7626","-33.67110, 18.99026",-32.92419,27.42365
