name,telephone,adress,gps,lattitude,longitude
 Kildare Clinic,+27 13 708 7913,"Next to Silida Post Office, Edinburgh Village, Acornhoek, Nelspruit, Mpumalanga, 1360","-24.87672, 31.32369",-32.92419,27.42365
 Kliplaatdrift Clinic,+27 83 240 2704,"Next to Sovetjheza Secondary School, Klipplaatdrift A, Klipplaatdrift, Mpumalanga, 0472","-25.21373, 28.02376",-32.92419,27.42365
 Komatipoort Clinic,+27 13 793 7580,"135 Rissik Road, Komatipoort, Mpumalanga, 1340","-25.43406, 31.95449",-32.92419,27.42365
 KwaMhlanga District Hospital,+27 13 947 9100,"1128 Solomon Mahlangu Drive, KwaMhlanga, Bronkhorstspruit, Mpumalanga, 1022","-25.43200, 28.70800",-32.92419,27.42365
 KwaNgema Community Health Centre,+27 17 826 6946,"Next to Sipho Kuhle School, R543 Wakkerstroom Road, eMkhondo, Mpumalanga, 2380","-27.05220, 30.61020",-32.92419,27.42365
 Kwazanele Clinic,+27 17 861 3858,"Next to Library, Main Street, Breyten, Mpumalanga, 2330","-26.29517, 29.99297",-32.92419,27.42365
 Land a Hand Home-Based Care,+27 82 077 2372,"Stand 206, Tonga View, Kwalugedlane, Mpumalanga, 1377","-25.51059, 31.87600",-32.92419,27.42365
 Langloop Clinic,+27 13 785 0004,"Next to Mlumatidry Primary School, Nelspruit, Mpumalanga, 1201","-25.67430, 31.63440",-32.92419,27.42365
 Leandra Home-Based Care,+27 71 360 6580,"Ward 3, Stand 3910, Leandra Extension 10, Leandra, Leslie, Mpumalanga, 2265","-26.36709, 28.91930",-32.92419,27.42365
 Lebohang Community Health Centre,+27 17 683 0864,"Close to the Taxi Rank, Stand 3962, Main Road, Lebohang Extension 17, Leslie, Mpumalanga, 2265","-25.94801, 29.21512",-32.92419,27.42365
 Leeufontein Clinic,+27 13 973 9118,"Next to Supermarket, Digwale Village, KwaMhlanga, Mpumalanga, 0432","-25.17840, 28.89940",-32.92419,27.42365
 Lefisoane Clinic,+27 13 988 6444,"Next to Lefiswane Primary School, Ditlhokwe Section, Hammaskraal, Mpumalanga, 0431","-24.96110, 28.85110",-32.92419,27.42365
 Legogote Clinic,+27 13 788 6991,"R538 Numbi Road, Mganduzweni, White River, Mpumalanga, 1240","-25.18600, 31.10160",-32.92419,27.42365
 Lethuthando Home-Based Care,+27 73 263 2452,"Ward 37, Stand 125, Malekutu Trust, Malekutu, White River, Mpumalanga, 1256","-25.32763, 31.02670",-32.92419,27.42365
 Life Matikwana Hospital,+27 13 708 6024,"Main Street, Mkhuhlu, Hazyview, Mpumalanga, 1246","-24.98763, 31.23628",-32.92419,27.42365
 Life Upon Paradise Orphans Care Organisation,+27 81 808 5264,"Ward 8, 2134 Khama Street, Embalenhle Extension 14, Mpumalanga, 2285","-26.54422, 29.07397",-32.92419,27.42365
 LifeLine Centre - Nelspruit,+27 13 755 3606,"8 Hope Street, Nelspruit, Mpumalanga, 1201","-25.47314, 30.98160",-32.92419,27.42365
 Lillydale Clinic,+27 13 708 7925,"Near to Main Road, Lillydale, Ximhungwe, Mpumalanga, 1281","-24.86722, 31.36750",-32.92419,27.42365
 Living for Tomorrow Clinic,+27 13 712 2071,"1 Hospital Road, Barberton, Mpumalanga, 1300","-25.78226, 31.04443",-32.92419,27.42365
 Lochiel Community Health Centre,+27 17 883 7929,"Off the N17, Lochiel, Ermelo, Mpumalanga, 2337","-26.15709, 30.80128",-32.92419,27.42365
 Louise Clinic,+27 13 653 5694,"3 Louise Street, eMalahleni, Mpumalanga, 1035","-25.88670, 29.23220",-32.92419,27.42365
 Louw's Creek Clinic,+27 13 710 0061,"Barberton Road, Louw's Creek, Barberton, Mpumalanga, 1300","-25.64750, 31.28320",-32.92419,27.42365
 Love in Action Home-Based Care,+27 17 685 3139,"Shop 8, Ekukhanyeni Centre, 9119 Lindile Nxiweni Road, Embalenhle Extension 3, Embalenhle, Mpumalanga, 2285","-26.54595, 29.07687",-32.92419,27.42365
 Ludlow Clinic,+27 13 773 9902,"Next to Frank Maginyane High School, Ludlow, Thulamahashe, Mpumalanga, 1365","-24.67606, 31.28053",-32.92419,27.42365
 Luphisi Clinic,+27 13 796 9105,"Stand 50024, Luphisi Trust, Nelspruit, Mpumalanga, 1217","-25.40660, 31.27730",-32.92419,27.42365
 Lydenburg Gateway Clinic,+27 13 235 2233,"Berg Street, Lydenburg, Mpumalanga, 1120","-25.10781, 30.45239",-32.92419,27.42365
 Lydenburg Hospital,+27 13 235 2233,"32 Berg Street, Lydenburg, Mpumalanga, 1120","-25.10835, 30.45131",-32.92419,27.42365
 Lynnville Clinic,+27 13 696 5003,"Stand 1545, Lynulle Emalahleni Township, Makhabathe Street, Emalahleni, Mpumalanga, 1039","-25.88090, 29.18980",-32.92419,27.42365
 M'Africa Community Health Centre - Emjindini,+27 13 712 6746,"Shongwe Street, Asiatic Extension, Barberton, Mpumalanga, 1300","-25.78330, 31.04970",-32.92419,27.42365
 Madras Clinic,+27 13 708 7918,"Madras Trust, 196 Hazyview Street, Mkhuhlu, Hazyview, Mpumalanga, 1246","-24.59331, 31.08780",-32.92419,27.42365
 Mahlasedi in Africa,+27 83 958 7148,"Ward 15, Stand 213, Tsakane Trust, Greenville Village, Acornhoek, Nelspruit, Mpumalanga, 1360","-25.48177, 30.98152",-32.92419,27.42365
 Malelane Clinic,+27 13 790 1241,"Corner of Air and Lion Streets, Malelane, Mpumalanga, 1320","-25.49340, 31.50485",-32.92419,27.42365
 Mananga Community Health Centre,+27 13 782 9906,"Next to Mananga Border Gate, Stand 43, Mananga, Skukuza, Mpumalanga, 1354","-25.95927, 31.84378",-32.92419,27.42365
 Mangweni Community Health Care Centre,+27 13 782 0005,"Stand 1097, Tonga Mananga Road, Kwalugedlane, Komatipoort, Mpumalanga, 1341","-25.74117, 31.81870",-32.92419,27.42365
 Manzana Community Health Centre,+27 17 844 1395,"1-3 Robertson Street, Manzana, Mpumalanga, 1190","-25.78287, 29.43739",-32.92419,27.42365
 Mapulaneng Hospital,+27 13 799 0214,"1 Graskop Road, Bushbuckridge, Mpumalanga, 1280","-25.79402, 28.26099",-32.92419,27.42365
 Marite Clinic,+27 13 708 0010,"Next to Marite Municipality, Marite Village, Nelspruit, Mpumalanga, 1208","-24.95794, 31.12772",-32.92419,27.42365
 Mashishing Clinic,+27 13 234 7905,"Stand 589, Corner of Hoof and Grens Streets, Mashishing, Lydenburg, Mpumalanga, 1123","-25.08800, 30.42250",-32.92419,27.42365
 Masibekela Clinic,+27 13 782 0161,"Stand 565, Tonga Mananga Road, Masibekela, Komatipoort, Mpumalanga, 1342","-30.54566, 29.44198",-32.92419,27.42365
 Masibonisane Home-Based Care,+27 83 512 7714,"Next to Siphumelele School, Main Road, Diepdale Village, Salebona, Ermelo, Mpumalanga, 2341","-26.51366, 29.99918",-32.92419,27.42365
 Masisukumeni Women's Crisis Centre,+27 13 780 3078,"Stand 2, Tonga, Kwalugedlane, Komatipoort, Mpumalanga, 1341","-25.45097, 31.95869",-32.92419,27.42365
 Masoyi Home-Based Care,+27 13 798 3596,"Stand 119, Mahushu Trust, Hazyview Road, White River, Mpumalanga, 1240","-25.32763, 31.02670",-32.92419,27.42365
 Matibidi Hospital,+27 13 769 8126,"Next to Blyde Aventura Resort, Main Road, Graskop, Mpumalanga, 1270","-24.58840, 30.76960",-32.92419,27.42365
 Maviljan Clinic,+27 13 799 0188,"Near to Ntsie Primary School, Maviljan Trust, Bushbuckridge, Mpumalanga, 1280","-24.84506, 31.08586",-32.92419,27.42365
 Mayflower Community Health Centre,+27 17 881 3197,"Stand A326, Mpuluzi, Mpumalanga, 2335","-26.30110, 30.77498",-32.92419,27.42365
 Mbangwane Clinic,+27 13 782 4500,"Close to Tonga Hospital, Mbangwane, Nelspruit, Mpumalanga, 1335","-25.83747, 31.89006",-32.92419,27.42365
 Mbonisweni Clinic,+27 13 796 3120,"Stand 1, Mbonisweni Trust, Kabokweni, White River, Mpumalanga, 1245","-25.30860, 31.10780",-32.92419,27.42365
 Mbusi's HIV and AIDS Awareness Centre,+27 73 268 1165,"1086 Usinga Street, Balfour, Mpumalanga, 2410","-26.53527, 29.07791",-32.92419,27.42365
 Mbuzini Clinic,+27 13 782 0093,"Stand 74B, Mbuzini Road, Mbuzini Village, Kwalugedlane, Komatipoort, Mpumalanga, 1341","-25.93510, 31.95250",-32.92419,27.42365
 Mercy Gospel Ministries,+27 78 656 5813,"Stand 1568, Lebohang Extension 17, Leslie, Mpumalanga, 2265","-26.38298, 28.92769",-32.92419,27.42365
 Mgobode Community Health Centre,+27 13 782 0283,"Opposite Mgobode Primary School, Stand 54, Mgobode, Magogeni, Nelspruit, Mpumalanga, 1334","-25.85890, 31.70430",-32.92419,27.42365
 Middelburg Care Village,+27 13 282 0280,"2 Walter Sisulu Street, Clubville, Middelburg, Mpumalanga, 1050","-25.77842, 29.44756",-32.92419,27.42365
 Middelburg Extension 6 Clinic,+27 13 242 3906,"Middleburg Mhluzi Location, 8875 Makakane Street, Middelburg, Mpumalanga, 1063","-25.76844, 29.41315",-32.92419,27.42365
 Middelburg Extension 8 Clinic,+27 13 242 7188,"1003 Zenzelen Street, Middelburg, Mpumalanga, 1055","-25.75180, 29.44670",-32.92419,27.42365
 Middelburg Gateway Clinic,+27 13 249 3700,"Corner of Hospital Road and Walter Sisulu Street, Middelburg, Mpumalanga, 1050","-25.77400, 29.45100",-32.92419,27.42365
 Middelplaas Clinic,+27 13 787 0009,"Near to Mpumelelo Primary School, Malelane, Mpumalanga, 1320","-25.71730, 31.55130",-32.92419,27.42365
 Millennium Home of Hope,+27 13 750 1454,"3 Ruimsig Street, White River, Mpumalanga, 1240","-25.32296, 31.01760",-32.92419,27.42365
 Mispel Street Clinic,+27 17 714 0161,"3 Ashe Street, Flora Park, Standerton, Mpumalanga, 2429","-26.92450, 29.22970",-32.92419,27.42365
 Mjejane Clinic,+27 13 796 9103,"Next to Impumelelo Primary School, Mjejane Village, Tonga View, Nelspruit, Mpumalanga, 12245","-25.28059, 31.23121",-32.92419,27.42365
 Mkhuhlu Clinic,+27 13 708 7920,"Mkhuhlu Road, Cork, Mkhuhlu, Mpumalanga, 1246","-24.98703, 31.23786",-32.92419,27.42365
 Mmametlhake District Hospital,+27 12 721 2391,"Stand 3695, Napiri Section, Mmametlhake Village, Bamokgoko, Mpumalanga, 0432","-25.10487, 28.55812",-32.92419,27.42365
 Moreipuso Clinic,+27 13 777 8102,"377 Casteel Road, Mkhuhlu, Hazyview, Mpumalanga, 1246","-24.70322, 31.03374",-32.92419,27.42365
 Moremela Home-Based Care,+27 72 520 3141,"Moremela Village, Thabatlou, Graskop, Mpumalanga, 1271","-24.93288, 30.84134",-32.92419,27.42365
 Morgenzon Clinic,+27 17 793 3178,"Stand C281/2, Corner of Spain and Sivukile, Morgenzon, Mpumalanga, 2315","-26.73580, 29.60900",-32.92419,27.42365
 Moses Sihlangu Health Care Centre,+27 13 796 1473,"Stand 1207, Kabokweni, White River, Mpumalanga, 1245","-25.32763, 31.02670",-32.92419,27.42365
 Mpakeni Clinic,+27 13 794 3125,"Mpakeni Location, Daantjie, Mpumalanga, 1215","-25.43497, 31.18379",-32.92419,27.42365
 Mpilo Clinic,+27 13 799 0214,"Mapulaneng Hospital, 1 Graskop Road, Bushbuckridge, Mpumalanga, 1280","-25.79402, 28.26099",-32.92419,27.42365
 Mpilo Home Community-Based Care,+27 72 566 9817,"Stand 765, Buyelang Trust, Bushbuckridge, Mpumalanga, 1280","-29.81404, 30.63643",-32.92419,27.42365
 Mpumalanga Capital Clinic,+27 13 753 3365,"22 Anderson Street, Nelspruit, Mpumalanga, 1201","-25.46998, 30.97489",-32.92419,27.42365
 Mpumalanga Christian Network,+27 82 505 6909,"1090 Geekie Street, Kamagugu, Nelspruit, Mpumalanga, 1200","-25.45619, 31.00367",-32.92419,27.42365
 Ms Msimango Clinic,+27 17 714 6112,"Sakhile Location, 1 Hlongwane Drive, Standerton, Mpumalanga, 2430","-26.96150, 29.19880",-32.92419,27.42365
 Msogwaba Clinic,+27 13 794 7223,"Stand 2B, Msogwa Trust, Daantjie, Mpumalanga, 1214","-25.41920, 31.16540",-32.92419,27.42365
 Mthimba Clinic,+27 13 798 3143,"Close to Kruger National Park Gate, Numbi Road, Hazyview, Mpumalanga, 1242","-25.13270, 31.15730",-32.92419,27.42365
 Murhotso Clinic,+27 13 795 6906,"Sigagugula Village, Acornhoek, Nelspruit, Mpumalanga, 1360","-24.56672, 31.14403",-32.92419,27.42365
 Mzinti Clinic,+27 13 780 7331,"Mzinti Road, Malelane, Shongwe Mission, Mpumalanga, 1331","-25.45966, 31.53630",-32.92419,27.42365
 Naas Community Health Centre,+27 13 780 0655,"Stand 824, Kwa Maqhekeza Township, Ehlanzeni, Mpumalanga, 1346","-25.66970, 31.86170",-32.92419,27.42365
 National Association of Child Care Workers - Rooikoppen,+27 17 714 6330,"722 Nkosi Street, Standerton, Mpumalanga, 2430","-25.87653, 29.19267",-32.92419,27.42365
 Ndindindi Clinic,+27 13 782 0160,"Stand 118, Embzini Area, Malelane, Mpumalanga, 1320","-25.45966, 31.53630",-32.92419,27.42365
 Ndlovu Care Group - Bhubezi Community Health Centre,+27 13 262 9000,"1 Main Road, Lillydale, Ximhungwe, Mpumalanga, 1281","-26.17318, 28.57854",-32.92419,27.42365
 Nelspruit Community Forum,+27 13 752 2140,"36 Brander Street, Nelspruit, Mpumalanga, 1201","-25.47302, 30.98068",-32.92419,27.42365
 Nelspruit Community Health Centre,+27 13 766 8809,"10 Brander Street, Nelspruit, Mbombela, Mpumalanga, 1200","-25.47162, 30.98268",-32.92419,27.42365
 Nelspruit Hospice,+27 83 900 8408,"84 Ferreira Street, Nelspruit, Mpumalanga, 1201","-25.48312, 30.99043",-32.92419,27.42365
 Nelsville Clinic,+27 72 718 4021,"Nelsville Park, 15 Grey Street, Nelspruit, Mpumalanga, 1200","-25.47556, 30.97639",-32.92419,27.42365
 New Scotland Clinic,+27 17 845 1182,"Next to Lothair Post Office, 234 The Rothsay Farm, Lothair, Mpumalanga, 2370","-26.33800, 30.67990",-32.92419,27.42365
 Nhlazatshe 6 Clinic,+27 17 883 0900,"Building 3, 7 Government Boulevard, Riverside Park Extension 2, Riverside Park, Nelspruit, Mpumalanga, 1201","-26.02964, 30.79498",-32.92419,27.42365
 Nkomazi Community Development and Advice Centre,+27 13 781 0660,"Stand 788B, Schoemansdal, Shongwe Mission, Mpumalanga, 1331","-25.69240, 31.50626",-32.92419,27.42365
 Nkwalini Clinic - Mpumalanga,+27 13 778 2912,"Stand 497, Matsulu B Section, Matsulu, Nelspruit, Mpumalanga, 1203","-25.50540, 31.32860",-32.92419,27.42365
 Nsikazi Islamic Cultural Training Centre,+27 13 752 2676,"Stand 1248, Mfhadza Trust, Masoyi, Hazyview, Mpumalanga, 1242","-25.04947, 31.12898",-32.92419,27.42365
 Nthoroane Clinic,+27 17 778 0009,"473 Thwala Street, Nthoroane, Greylingstad, Mpumalanga, 2415","-25.07410, 28.64290",-32.92419,27.42365
 Ntondio Multi-Purpose Centre,+27 82 975 8547,"Ward 11, 442 Dienk Street, Sheepmoor, Ermelo, Mpumalanga, 2352","-26.71216, 30.29487",-32.92419,27.42365
 Oakley Clinic,+27 13 708 1038,"Stand 29, Oakley Village, Cork, Mkhuhlu, Mpumalanga, 1246","-24.93222, 31.22594",-32.92419,27.42365
 Oakley Home Community Based Care,+27 72 907 2969,"Next to Soweto Cafe, Oakley Village, Hazyview, Mpumalanga, 1242","-28.54337, 25.43945",-32.92419,27.42365
 Obrigado Home-Based Care,+27 76 221 5120,"Next to Maguagua Primary School, Zoeknog, Nelspruit, Mpumalanga, 1288","-25.48177, 30.98152",-32.92419,27.42365
 Orinocco Clinic,+27 13 777 8105,"Next to Mkhweyantaba High School, Hlamalani Village, Casteel, Acornhoek, Mpumalanga, 1370","-24.76353, 31.03374",-32.92419,27.42365
 Perdekop Community Health Centre,+27 17 785 1066,"737 Woof Street, Perdekop, Volksrust, Mpumalanga, 2465","-27.16300, 29.62480",-32.92419,27.42365
 Phake Clinic,+27 12 721 4991,"Next to Mabothe Secondary school, Phake Village, Hammaskraal, Mpumalanga, 0432","-25.15039, 28.49550",-32.92419,27.42365
 Phaphamani Home-Based Care,+27 13 796 9122,"Ward 31, Stand 2805, Kabokweni, White River, Mpumalanga, 1245","-25.32763, 31.02670",-32.92419,27.42365
 Phola Community Health Centre,+27 13 645 0112,"695 Ntuli Street, Phola, Ogies, Mpumalanga, 2233","-26.00810, 29.03540",-32.92419,27.42365
 Phola Nsikazi Community Health Care Centre,+27 13 798 3057,"Stand Z500, Mashadza Trust Village, Hazyview, Mpumalanga, 1242","-27.00980, 30.80560",-32.92419,27.42365
 Phumalanga Youth Development,+27 72 718 7591,"Stand 1167, Red Hill Township, Dundonald, Ermelo, Mpumalanga, 2336","-26.51249, 29.99526",-32.92419,27.42365
 Piet Retief Clinic,+27 17 826 6944,"Corner of Retief Street and Kruger Street, Mkhondo, Mpumalanga, 1200","-27.00980, 30.80560",-32.92419,27.42365
 Piet Retief Hospital,+27 17 824 1200,"Pretorius Street, Piet Retief, Mpumalanga, 2380","-27.01889, 30.80625",-32.92419,27.42365
 Pieterskraal Clinic,+27 13 973 9149,"Next to Madlayedwa Secondary School, Stand 71, Pieterskraal Village, Thamani Street, Hammaskraal, Mpumalanga, 0427","-25.20620, 28.91930",-32.92419,27.42365
 Pilgrim's Rest Clinic,+27 13 768 1279,"Next to Pilgrim's Rest High School, Pilgrim's Rest, Sabie, Mpumalanga, 1270","-24.89744, 30.75125",-32.92419,27.42365
 Public Protector South Africa - Mpumalanga Provincial Head Office,+27 13 752 8543,"Suite 101, Pinnacle Building, 1 Parkin Street, Nelspruit, Mpumalanga, 1200","-25.77740, 29.46309",-32.92419,27.42365
 Public Protector South Africa - Siyabuswa Regional Offices,+27 13 973 0033,"Old Parliament Building, Job Skosana Street, Siyabuswa, Mpumalanga, 0472","-25.87885, 29.19215",-32.92419,27.42365
 Re-Action! Consulting - Mpumalanga,+27 13 656 4525,"3rd Floor, Building C, 8 Corridor Crescent, Route N4, Benfleur Extension 11, Witbank, Mpumalanga, 1034","-25.88946, 29.22974",-32.92419,27.42365
 Reach Out to the Lost Ministries,+27 72 451 0478,"Stand 7856, Ext 19, Lebohang Extension 9, Leslie, Mpumalanga, 2265","-34.18581, 22.12705",-32.92419,27.42365
 Renee Clinic,+27 79 134 7037,"Next to Khanysile Primary School, Emjindini, Barberton, Mpumalanga, 1309","-25.76884, 31.02342",-32.92419,27.42365
 Retiefville Combined After-School Centre,+27 17 826 3422,"1 Nomani Road, Kempville, eMkhondo, Mpumalanga, 2380","-27.02238, 30.80105",-32.92419,27.42365
 Retlakgona Home-Based Care,+27 73 137 3692,"Next to Dutch Reformed Church, Digwale Site B, Mbibane, Marble Hall, Mpumalanga, 0449","-24.96979, 29.29495",-32.92419,27.42365
 Rhenosterkop Clinic,+27 13 077 7799,"Next to Malebu High School, Stand 1444, Makomtsane Street, Siyabuswa, Mpumalanga, 0472","-25.11415, 28.93251",-32.92419,27.42365
 Richtershoek Clinic,+27 13 792 9912,"Tomahawk Farm, Marulla Road, Malalane, Mpumalanga, 1320","-25.63380, 31.60340",-32.92419,27.42365
 Rob Ferreira Hospital,+27 13 741 6196,"Corner of eMkhondo Street and Madiba Drive, Nelspruit, Mpumalanga, 1201","-25.47703, 30.97085",-32.92419,27.42365
 Sabie Hospital,+27 13 764 1222,"Hospital Street, Sabie, Mpumalanga, 1260","-25.09368, 30.78202",-32.92419,27.42365
 Sabie Municipal Clinic,+27 13 764 4911,"Seventh Avenue, Sabie, Mpumalanga, 1260","-25.09748, 30.78080",-32.92419,27.42365
 Sakhile Clinic,+27 17 712 9600,"1 Hlongwane Drive, Sakhile, Standerton, Mpumalanga, 2431","-26.96426, 29.22094",-32.92419,27.42365
 Sandriver Clinic,+27 13 737 0407,"Close to Inkambeni Primary School, Main Road, Sandriver Trust, Hazyview, Mpumalanga, 1242","-25.07778, 31.14417",-32.92419,27.42365
 Schoemansdal Municipal Clinic,+27 13 781 0039,"Next to Mthamo Tribal Authority, Schoemansdal, Shongwe Mission, Mpumalanga, 1331","-25.69240, 31.50626",-32.92419,27.42365
 Sead Clinic,+27 17 646 1647,"Near to the Taxi Rank, Emzinoni, Bethel, Mpumalanga, 2311","-26.49960, 29.43150",-32.92419,27.42365
 Secunda Clinic,+27 17 620 6260,"Govan Mbheki Municipality Offices, Secunda, Mpumalanga, 2302","-26.50991, 29.19833",-32.92419,27.42365
 Senzokuhle Home-Based Care - Sibuyile,+27 72 637 2190,"Stand 7054, Sibuyile, Kanyamazane, Mpumalanga, 1216","-26.73475, 29.60617",-32.92419,27.42365
 Shalom Church Centre,+27 73 569 0635,"Near to Coromaneel Primary School, Emshinini Village, Lydenburg, Mpumalanga, 1120","-25.11100, 30.45420",-32.92419,27.42365
 Shatale Clinic,+27 13 777 5104,"Stand D 467, Mandela Village, Shatale, Bushbuckridge, Mpumalanga, 1282","-29.81404, 30.63643",-32.92419,27.42365
 Sheepmoor Community Health Centre,+27 17 865 0106,"Sheepmore Village, 244 Kerk Street, Ermelo, Mpumalanga, 2352","-26.71519, 30.29435",-32.92419,27.42365
 Shongwe Hospital,+27 13 781 3000,"Jeppes Reef Road, Schoemansdal, Shongwe Mission, Mpumalanga, 1331","-25.68550, 31.49158",-32.92419,27.42365
 Sibonge Clinic,+27 13 782 9822,"Stand 795, Sihlangu, Nelspruit, Mpumalanga, 1349","-25.69587, 31.74712",-32.92419,27.42365
 Sibuyile Clinic,+27 13 794 7104,"Close to the Police Station, Luphisi Road, Nelspruit, Mpumalanga, 1201","-25.41690, 31.20520",-32.92419,27.42365
 Sihlangu 5 Clinic,+27 13 782 0030,"Stand 281, Sihlangu, Nelspruit, Mpumalanga, 1349","-25.81380, 31.79170",-32.92419,27.42365
 Sikhwahlane Clinic,+27 13 782 4045,"Next to Phindela Primary School, Sikhwahlane Location, Bosfontein, Shongwe Mission, Mpumalanga, 1331","-25.76330, 31.77240",-32.92419,27.42365
 Silindile Clinic,+27 17 845 4909,"Next to the Police Station and the Roman Catholic Church, Lothair, Ermelo, Mpumalanga, 2370","-26.39280, 30.45300",-32.92419,27.42365
 Silobela Clinic,+27 17 843 1391,"Next to Ezenzeleni Lower Primary School, Silobela Location, Carolina, Mpumalanga, 1185","-26.07495, 30.11672",-32.92419,27.42365
 Simile Clinic,+27 13 764 5103,"Ungugulu Street, Simile, Sabie, Mpumalanga, 1260","-25.07750, 30.77924",-32.92419,27.42365
 Sister Mashiteng Clinic,+27 13 242 5001,"Thembisa Section in Mumzi Township, 211 Maraba Street, Middleburg, Mpumalanga, 1050Middelburg","-25.75120, 29.44710",-32.92419,27.42365
 Sitimisele Home-Based Care and Drop-In Centre,+27 13 796 0354,"Near to Mango College of Education, Thembisa Trust, Kabokweni, White River, Mpumalanga, 1245","-25.32763, 31.02670",-32.92419,27.42365
 Siyabuswa-Isibindi,+27 13 973 1431,"House 1488, Siyabuswa Village, Buthi, Siyabuswa, Mpumalanga, 0469","-25.11777, 29.06124",-32.92419,27.42365
 Siyathemba Community Health Centre,+27 17 773 1091,"Near to Balfour Community Hall, Siyathemba, Balfour, Mpumalanga, 2410","-26.62460, 28.58330",-32.92419,27.42365
 SizaBantwana Children Benefit Organisation,+27 86 100 0548,"S55 Sabie Road, Hazyview, Mpumalanga, 1242","-24.98174, 31.30937",-32.92419,27.42365
 Sizanani Home-Based Care,+27 83 734 7386,"Corner of Mandela Drive and Msheveni Street, Phumula, Ermelo, Mpumalanga, 2351","-26.50396, 29.96598",-32.92419,27.42365
 Skukuza Clinic,+27 13 735 5067,"Next to Skukuza Rest Camp, Kruger National Park, Skukuza, Nelspruit, Mpumalanga, 1350","-24.99217, 31.60857",-32.92419,27.42365
 Sojabula Drop-In Centre,+27 76 621 3519,"Stand 1045, Tekwane South, Kanyamazane, Mpumalanga, 1214","-29.81404, 30.63643",-32.92419,27.42365
 South African Democratic Disabled Association,+27 76 688 7197,"Ward 7, Stand 1375, Shatale, Bushbuckridge, Mpumalanga, 1282","-29.81404, 30.63643",-32.92419,27.42365
 South African National Council on Alcoholism and Drug Dependence - Lowveld Alcohol and Drug Dependence Centre,+27 13 752 4376,"8 Hope Street, Nelspruit, Mpumalanga, 1201","-25.47314, 30.98160",-32.92419,27.42365
 South African National Council on Alcoholism and Drug Dependence - Mkhondo Alathia Rehabilitation Centre,+27 71 670 8536,"Next to the ANC office, 473 Court Street, eMkhondo, Mpumalanga, 2380","-26.42049, 28.47110",-32.92419,27.42365
 South African National Council on Alcoholism and Drug Dependence - Witbank,+27 13 656 2370,"24 Jellicoe Street, eMalahleni, Mpumalanga, 1034","-25.88495, 29.21833",-32.92419,27.42365
" South African Police Service Family Violence, Child Protection and Sexual Offences Unit - Mpumalanga",+27 13 243 8700,"Opposite the Police Station, Telkom Building, Main Road, Middelburg, Mpumalanga, 1055","-25.95157, 29.20456",-32.92419,27.42365
 Standerton Hospital,+27 17 712 2323,"9 Kruger Street, Standerton, Mpumalanga, 2430","-26.94045, 29.24512",-32.92419,27.42365
 Stanwest Azalia Clinic,+27 17 720 0908,"2 Colling Street, Stanwest, Standerton, Mpumalanga, 2430","-26.95707, 29.22593",-32.92419,27.42365
 Steenbok Clinic - Komatipoort,+27 13 782 0233,"Stand 219, Steenbok Village, Komatipoort, Mpumalanga, 1034","-25.40810, 31.89820",-32.92419,27.42365
 Strydom Block Clinic,+27 13 792 4694,"Strydom Block Road, Sidlamafa, Shongwe Mission, Mpumalanga, 1332","-25.68583, 31.49417",-32.92419,27.42365
 Suid-Afrikaanse Vrouefederasie - Belfast Children's Home,+27 13 253 1073,"51 Steven Masango Street, Belfast, Mpumalanga, 1100","-25.86920, 29.17821",-32.92419,27.42365
 Suid-Afrikaanse Vrouefederasie - Bethal Social Welfare Office,+27 17 647 3345,"14B Percy de Kock Street, Bethal, Mpumalanga, 2309","-25.48656, 30.96735",-32.92419,27.42365
 Suid-Afrikaanse Vrouefederasie - eMkhondo Social Welfare Office,+27 17 826 2202,"Sanlam Building, 27 Retief Street, eMkhondo, Mpumalanga, 2380","-27.00593, 30.80282",-32.92419,27.42365
 Suid-Afrikaanse Vrouefederasie - Louis Hildebrandt Children's Home - Volksrust,+27 17 735 4352,"7 Steenbok Avenue, Jubapark, Volksrust, Mpumalanga, 2470","-25.74059, 29.47773",-32.92419,27.42365
 Suid-Afrikaanse Vrouefederasie - Nelspruit Social Welfare Office,+27 13 752 6241,"31-35 Murray Street, Nelspruit, Mpumalanga, 1201","-25.47878, 30.98144",-32.92419,27.42365
 Swa Vana Children's Project,+27 76 721 3965,"Stand J777, Swavana Multi-Purpose Centre, Huntington Trust, Bushbuckridge, Mpumalanga, 1280","-29.81404, 30.63643",-32.92419,27.42365
 Swallowsnest Clinic,+27 17 887 5149,"Stand E279, Zwaluwnest, Glenmore B, Glenmore, Dundonald, Mpumalanga, 2336","-26.23760, 30.87660",-32.92419,27.42365
 Swartfontein Treatment Centre,+27 13 751 2235,"40 Hazyview Road, Hazyview, Mpumalanga, 1242","-25.05003, 31.13084",-32.92419,27.42365
 Thandanani Home-Based Care,+27 13 712 4299,"830 Highway View, Barberton, Mpumalanga, 1300","-25.78644, 31.05000",-32.92419,27.42365
 Themba Hospital,+27 13 796 9400,"1213 Kabokweni Main Road, Kabokweni, White River, Mpumalanga, 1245","-25.34515, 31.12144",-32.92419,27.42365
 Thembalethu Home-Based Care,+27 13 781 4259,"Stand 1657, Inkomazi Area, Shongwe Mission, Malelane, Mpumalanga, 1331","-25.45966, 31.53630",-32.92419,27.42365
